species,order,divergence_bin_start_pct,hit_count,hit_bp,species_total_hit_bp,fraction_species_hit_bp,percent_species_hit_bp
abditus,Unclassified,32,39,9681,67156983,0.0001441547783645,0.0144154778364596
abditus,Unclassified,33,34,10630,67156983,0.0001582858479512,0.015828584795121
abditus,Unclassified,34,14,5512,67156983,8.207634937978081e-05,0.008207634937978
abditus,Unclassified,35,8,2398,67156983,3.5707381315804496e-05,0.0035707381315804
abditus,Unclassified,36,1,101,67156983,1.5039389128007731e-06,0.00015039389128
abditus,Unclassified,37,3,533,67156983,7.936628123988238e-06,0.0007936628123988
abditus,YR,0,3,435,67156983,6.477360664042933e-06,0.0006477360664042
abditus,YR,1,6,1288,67156983,1.9178943759281145e-05,0.0019178943759281
abditus,YR,2,9,2571,67156983,3.828343509713651e-05,0.0038283435097136
abditus,YR,3,3,968,67156983,1.4413988788031172e-05,0.0014413988788031
abditus,YR,4,8,1964,67156983,2.924491113604672e-05,0.0029244911136046
abditus,YR,5,11,3309,67156983,4.9272612499581766e-05,0.0049272612499581
abditus,YR,6,14,2947,67156983,4.388225718835523e-05,0.0043882257188355
abditus,YR,7,11,1218,67156983,1.8136609859320214e-05,0.001813660985932
abditus,YR,8,21,3337,67156983,4.968954605956613e-05,0.0049689546059566
abditus,YR,9,20,2752,67156983,4.097861275274978e-05,0.0040978612752749
abditus,YR,10,33,5007,67156983,7.455665481577694e-05,0.0074556654815776
abditus,YR,11,33,4993,67156983,7.434818803578475e-05,0.0074348188035784
abditus,YR,12,37,5100,67156983,7.594146985429646e-05,0.0075941469854296
abditus,YR,13,46,6114,67156983,9.104042091944482e-05,0.0091040420919444
abditus,YR,14,31,4386,67156983,6.530966407469495e-05,0.0065309664074694
abditus,YR,15,34,5334,67156983,7.9425843177023e-05,0.0079425843177023
abditus,YR,16,25,3621,67156983,5.391844359655049e-05,0.005391844359655
abditus,YR,17,28,3631,67156983,5.406734843940205e-05,0.0054067348439402
abditus,YR,18,23,3077,67156983,4.581802014542553e-05,0.0045818020145425
abditus,YR,19,19,2200,67156983,3.275906542734357e-05,0.0032759065427343
abditus,YR,20,15,2407,67156983,3.58413956743709e-05,0.003584139567437
abditus,YR,21,20,2855,67156983,4.251233263412087e-05,0.004251233263412
abditus,YR,22,12,1313,67156983,1.955120586641005e-05,0.001955120586641
abditus,YR,23,7,828,67156983,1.2329320988109307e-05,0.0012329320988109
abditus,YR,24,4,577,67156983,8.591809432535109e-06,0.0008591809432535
abditus,YR,25,6,690,67156983,1.0274434156757756e-05,0.0010274434156757
abditus,YR,26,9,1367,67156983,2.0355292017808484e-05,0.0020355292017808
abditus,YR,27,1,124,67156983,1.846420051359365e-06,0.0001846420051359
abditus,YR,28,4,946,67156983,1.4086398133757736e-05,0.0014086398133757
abditus,YR,29,1,142,67156983,2.114448768492176e-06,0.0002114448768492
abditus,YR,30,3,771,67156983,1.1480563383855406e-05,0.0011480563383855
abditus,YR,32,1,172,67156983,2.561163297046861e-06,0.0002561163297046
adatsihi,DIRS,0,4,160,66870709,2.392676889368707e-06,0.0002392676889368
adatsihi,DIRS,2,6,245,66870709,3.663786486845833e-06,0.0003663786486845
adatsihi,DIRS,3,14,2206,66870709,3.2989032612171046e-05,0.0032989032612171
adatsihi,DIRS,4,30,6578,66870709,9.836892861417095e-05,0.009836892861417
adatsihi,DIRS,5,46,9799,66870709,0.0001465365052432,0.0146536505243274
adatsihi,DIRS,6,83,19331,66870709,0.0002890802309274,0.0289080230927415
adatsihi,DIRS,7,114,28465,66870709,0.0004256721728492,0.0425672172849251
adatsihi,DIRS,8,168,37985,66870709,0.0005680364477666,0.0568036447766689
adatsihi,DIRS,9,184,45265,66870709,0.0006769032462329,0.0676903246232965
adatsihi,DIRS,10,222,51548,66870709,0.0007708606768323,0.0770860676832363
adatsihi,DIRS,11,273,64214,66870709,0.000960270961087,0.0960270961087013
adatsihi,DIRS,12,279,66580,66870709,0.0009956526705885,0.0995652670588553
adatsihi,DIRS,13,299,69318,66870709,0.0010365973538578,0.1036597353857875
adatsihi,DIRS,14,315,75261,66870709,0.0011254703460673,0.1125470346067364
adatsihi,DIRS,15,323,80954,66870709,0.0012106047806372,0.1210604780637214
adatsihi,DIRS,16,287,70352,66870709,0.0010520600282554,0.105206002825542
adatsihi,DIRS,17,299,73507,66870709,0.0010992406256676,0.1099240625667659
adatsihi,DIRS,18,257,62256,66870709,0.0009309905776533,0.0930990577653363
adatsihi,DIRS,19,222,58136,66870709,0.0008693791477521,0.0869379147752119
adatsihi,DIRS,20,199,50121,66870709,0.0007495209898253,0.0749520989825306
adatsihi,DIRS,21,137,32551,66870709,0.0004867751589115,0.0486775158911504
adatsihi,DIRS,22,154,36438,66870709,0.0005449022530926,0.0544902253092605
adatsihi,DIRS,23,107,31801,66870709,0.0004755594859925,0.0475559485992589
adatsihi,DIRS,24,87,22794,66870709,0.0003408667313516,0.0340866731351689
adatsihi,DIRS,25,62,13832,66870709,0.0002068469170859,0.0206846917085924
adatsihi,DIRS,26,53,10473,66870709,0.0001566156566397,0.015661565663974
adatsihi,DIRS,27,31,6169,66870709,9.22526483157222e-05,0.0092252648315722
adatsihi,DIRS,28,26,7043,66870709,0.0001053226458238,0.0105322645823898
adatsihi,DIRS,29,23,4848,66870709,7.249810974787182e-05,0.0072498109747871
adatsihi,DIRS,30,23,5156,66870709,7.710401275990659e-05,0.0077104012759906
adatsihi,DIRS,31,19,8967,66870709,0.0001340945854185,0.0134094585418557
adatsihi,DIRS,32,12,5048,66870709,7.548895585958271e-05,0.0075488955859582
adatsihi,DIRS,33,6,1185,66870709,1.7720763211886986e-05,0.0017720763211886
adatsihi,DIRS,35,5,1758,66870709,2.6289537321938667e-05,0.0026289537321938
adatsihi,Helitron,1,2,362,66870709,5.413431462196699e-06,0.0005413431462196
adatsihi,Helitron,2,10,2142,66870709,3.203196185642356e-05,0.0032031961856423
adatsihi,Helitron,3,20,5702,66870709,8.526902264487729e-05,0.0085269022644877
adatsihi,Helitron,4,27,8269,66870709,0.0001236565324886,0.0123656532488686
adatsihi,Helitron,5,22,5562,66870709,8.317543036667967e-05,0.0083175430366679
adatsihi,Helitron,6,45,11730,66870709,0.0001754131244518,0.0175413124451843
adatsihi,Helitron,7,41,11326,66870709,0.0001693716153061,0.0169371615306187
adatsihi,Helitron,8,36,10915,66870709,0.0001632254265466,0.0163225426546621
adatsihi,Helitron,9,31,8714,66870709,0.0001303111650872,0.0130311165087243
adatsihi,Helitron,10,23,5487,66870709,8.205386307478809e-05,0.0082053863074788
adatsihi,Helitron,11,23,4340,66870709,6.490136062412618e-05,0.0064901360624126
adatsihi,Helitron,12,16,4242,66870709,6.343584602938784e-05,0.0063435846029387
adatsihi,Helitron,13,26,6023,66870709,9.006933065417327e-05,0.0090069330654173
adatsihi,Helitron,14,21,4047,66870709,6.051977107046973e-05,0.0060519771070469
adatsihi,Helitron,15,10,1249,66870709,1.867783396763447e-05,0.0018677833967634
adatsihi,Helitron,16,12,2241,66870709,3.351243068172045e-05,0.003351243068172
adatsihi,Helitron,17,16,1879,66870709,2.8098999219523757e-05,0.0028098999219523
adatsihi,Helitron,18,11,2116,66870709,3.164315186190115e-05,0.0031643151861901
adatsihi,Helitron,19,10,903,66870709,1.350367019437464e-05,0.0013503670194374
adatsihi,Helitron,20,18,2905,66870709,4.3442039772600586e-05,0.00434420397726
adatsihi,Helitron,21,6,780,66870709,1.1664299835672448e-05,0.0011664299835672
adatsihi,Helitron,22,7,959,66870709,1.4341107105653689e-05,0.0014341107105653
adatsihi,Helitron,23,11,2446,66870709,3.657804794622411e-05,0.0036578047946224
adatsihi,Helitron,24,13,2182,66870709,3.263013107876574e-05,0.0032630131078765
adatsihi,Helitron,25,14,2494,66870709,3.729585101303472e-05,0.0037295851013034
adatsihi,Helitron,26,5,601,66870709,8.987492565691206e-06,0.0008987492565691
adatsihi,Helitron,27,11,2015,66870709,3.0132774575487157e-05,0.0030132774575487
adatsihi,Helitron,28,4,541,66870709,8.09023873217794e-06,0.0008090238732177
adatsihi,Helitron,30,3,869,66870709,1.299522635538379e-05,0.0012995226355383
adatsihi,Helitron,31,4,741,66870709,1.1081084843888825e-05,0.0011081084843888
adatsihi,Helitron,33,1,133,66870709,1.988912664287738e-06,0.0001988912664287
adatsihi,LINE,0,142,25504,66870709,0.0003813926961653,0.0381392696165371
adatsihi,LINE,1,191,47258,66870709,0.0007067070277361,0.0706707027736164
adatsihi,LINE,2,396,91480,66870709,0.0013680130114965,0.1368013011496558
adatsihi,LINE,3,504,114660,66870709,0.0017146520758438,0.1714652075843849
adatsihi,LINE,4,680,171228,66870709,0.0025605829900801,0.2560582990080156
adatsihi,LINE,5,970,235855,66870709,0.0035270300483878,0.3527030048387852
adatsihi,LINE,6,1129,288398,66870709,0.0043127701846259,0.4312770184625977
adatsihi,LINE,7,1386,363752,66870709,0.0054396312741352,0.5439631274135287
adatsihi,LINE,8,1510,390517,66870709,0.0058398812550349,0.5839881255034995
adatsihi,LINE,9,1675,454944,66870709,0.0068033374672309,0.6803337467230982
adatsihi,LINE,10,1969,498649,66870709,0.0074569121137926,0.7456912113792602
adatsihi,LINE,11,2153,558007,66870709,0.0083445653312872,0.8344565331287276
adatsihi,LINE,12,2330,596055,66870709,0.0089135438955791,0.8913543895579153
adatsihi,LINE,13,2559,652148,66870709,0.0097523715503001,0.9752371550300146
adatsihi,LINE,14,2770,684683,66870709,0.0102389074415227,1.0238907441522715
adatsihi,LINE,15,3206,791945,66870709,0.0118429281196943,1.1842928119694378
adatsihi,LINE,16,3333,805371,66870709,0.0120437036191735,1.2043703619173531
adatsihi,LINE,17,3698,924124,66870709,0.0138195633606935,1.3819563360693543
adatsihi,LINE,18,3908,961969,66870709,0.014385506216182,1.4385506216182036
adatsihi,LINE,19,3777,961229,66870709,0.0143744400855687,1.4374440085568705
adatsihi,LINE,20,4269,1057802,66870709,0.0158186149932999,1.5818614993299982
adatsihi,LINE,21,4206,1060106,66870709,0.0158530695405068,1.585306954050689
adatsihi,LINE,22,4303,1116612,66870709,0.0166980732924485,1.6698073292448563
adatsihi,LINE,23,4156,1126407,66870709,0.0168445499807696,1.6844549980769608
adatsihi,LINE,24,3732,1009815,66870709,0.0151010063314866,1.510100633148663
adatsihi,LINE,25,3659,952388,66870709,0.0142422297332005,1.4242229733200524
adatsihi,LINE,26,3069,810297,66870709,0.0121173681589049,1.211736815890497
adatsihi,LINE,27,2713,732914,66870709,0.0109601649355923,1.0960164935592354
adatsihi,LINE,28,2304,645166,66870709,0.0096479611125403,0.964796111254032
adatsihi,LINE,29,1864,509425,66870709,0.0076180589022915,0.7618058902291585
adatsihi,LINE,30,1474,420976,66870709,0.006295372163618,0.6295372163618005
adatsihi,LINE,31,1078,305020,66870709,0.0045613394049702,0.4561339404970268
adatsihi,LINE,32,725,205045,66870709,0.0030662902048787,0.3066290204878791
adatsihi,LINE,33,501,149371,66870709,0.0022337283727618,0.2233728372761832
adatsihi,LINE,34,275,81683,66870709,0.0012215064147144,0.12215064147144
adatsihi,LINE,35,149,53385,66870709,0.0007983315983684,0.0798331598368427
adatsihi,LINE,36,91,30628,66870709,0.0004580181735474,0.0458018173547404
adatsihi,LINE,37,35,10838,66870709,0.0001620739507936,0.0162073950793612
adatsihi,LINE,38,10,2192,66870709,3.277967338435128e-05,0.0032779673384351
adatsihi,LINE,39,5,1097,66870709,1.6404790922734198e-05,0.0016404790922734
adatsihi,LTR,0,912,108499,66870709,0.0016225190613725,0.1622519061372596
adatsihi,LTR,1,1084,261982,66870709,0.0039177392301912,0.3917739230191204
adatsihi,LTR,2,2003,421990,66870709,0.0063105357534043,0.6310535753404379
adatsihi,LTR,3,2993,673432,66870709,0.0100706573935084,1.007065739350842
adatsihi,LTR,4,3751,882930,66870709,0.0132035387870644,1.3203538787064453
adatsihi,LTR,5,4805,1105991,66870709,0.0165392444096861,1.6539244409686162
adatsihi,LTR,6,5555,1298092,66870709,0.019411967054215,1.9411967054215025
adatsihi,LTR,7,5994,1412272,66870709,0.0211194410993907,2.1119441099390768
adatsihi,LTR,8,6556,1488241,66870709,0.0222554990406935,2.2255499040693585
adatsihi,LTR,9,6647,1509800,66870709,0.0225778972973054,2.257789729730546
adatsihi,LTR,10,6983,1545283,66870709,0.0231085182602146,2.310851826021465
adatsihi,LTR,11,6796,1499452,66870709,0.0224231509194855,2.2423150919485537
adatsihi,LTR,12,7063,1513253,66870709,0.0226295342554241,2.262953425542415
adatsihi,LTR,13,6820,1454526,66870709,0.0217513171574119,2.1751317157411925
adatsihi,LTR,14,6885,1461439,66870709,0.0218546957532632,2.185469575326321
adatsihi,LTR,15,6550,1375838,66870709,0.0205745986632203,2.05745986632204
adatsihi,LTR,16,6374,1321273,66870709,0.0197586210727928,1.9758621072792872
adatsihi,LTR,17,6165,1281231,66870709,0.0191598237727672,1.9159823772767235
adatsihi,LTR,18,5760,1157312,66870709,0.0173067104761817,1.7306710476181733
adatsihi,LTR,19,5345,1090297,66870709,0.0163045527153002,1.630455271530021
adatsihi,LTR,20,5380,1078751,66870709,0.0161318911692711,1.6131891169271138
adatsihi,LTR,21,4851,1014642,66870709,0.0151731904023927,1.517319040239277
adatsihi,LTR,22,4453,940560,66870709,0.0140653510941539,1.4065351094153944
adatsihi,LTR,23,3847,812588,66870709,0.0121516283011146,1.215162830111462
adatsihi,LTR,24,3183,698093,66870709,0.0104394436733129,1.043944367331293
adatsihi,LTR,25,3003,644457,66870709,0.0096373585630743,0.9637358563074304
adatsihi,LTR,26,2431,558490,66870709,0.008351788224647,0.8351788224647057
adatsihi,LTR,27,2093,485758,66870709,0.0072641371276622,0.7264137127662277
adatsihi,LTR,28,1640,383202,66870709,0.0057304910584991,0.5730491058499171
adatsihi,LTR,29,1262,311937,66870709,0.0046647778177437,0.4664777817743789
adatsihi,LTR,30,1003,266095,66870709,0.0039792459804785,0.3979245980478538
adatsihi,LTR,31,730,184175,66870709,0.0027541954131217,0.275419541312176
adatsihi,LTR,32,508,142787,66870709,0.0021352697187643,0.2135269718764309
adatsihi,LTR,33,339,99165,66870709,0.001482936273339,0.1482936273339049
adatsihi,LTR,34,223,68657,66870709,0.0010267126074586,0.102671260745867
adatsihi,LTR,35,98,28639,66870709,0.0004282742089664,0.042827420896644
adatsihi,LTR,36,60,17642,66870709,0.000263822535514,0.0263822535514017
adatsihi,LTR,37,36,7977,66870709,0.0001192898971655,0.0119289897165588
adatsihi,LTR,38,10,2673,66870709,3.997265828301597e-05,0.0039972658283015
adatsihi,LTR,39,4,1373,66870709,2.0532158556895216e-05,0.0020532158556895
adatsihi,LTR,40,1,280,66870709,4.187184556395237e-06,0.0004187184556395
adatsihi,Maverick,0,1,33,66870709,4.934896084322958e-07,4.9348960843229575e-05
adatsihi,Maverick,1,13,3355,66870709,5.017144352395008e-05,0.005017144352395
adatsihi,Maverick,2,25,7863,66870709,0.0001175851148819,0.0117585114881913
adatsihi,Maverick,3,55,21121,66870709,0.0003158483036272,0.0315848303627227
adatsihi,Maverick,4,60,16080,66870709,0.0002404640273815,0.0240464027381555
adatsihi,Maverick,5,69,17701,66870709,0.0002647048351169,0.0264704835116971
adatsihi,Maverick,6,53,17042,66870709,0.0002548499971788,0.0254849997178884
adatsihi,Maverick,7,52,16500,66870709,0.0002467448042161,0.0246744804216147
adatsihi,Maverick,8,43,10318,66870709,0.0001542977509031,0.0154297750903164
adatsihi,Maverick,9,34,10135,66870709,0.0001515611267109,0.0151561126710949
adatsihi,Maverick,10,38,9540,66870709,0.0001426633595286,0.0142663359528609
adatsihi,Maverick,11,35,8221,66870709,0.0001229387294218,0.0122938729421875
adatsihi,Maverick,12,34,6188,66870709,9.253677869633476e-05,0.0092536778696334
adatsihi,Maverick,13,40,10968,66870709,0.0001640180007662,0.0164018000766224
adatsihi,Maverick,14,26,6259,66870709,9.35985290659921e-05,0.0093598529065992
adatsihi,Maverick,15,30,9519,66870709,0.0001423493206868,0.0142349320686879
adatsihi,Maverick,16,36,8507,66870709,0.0001272156393616,0.0127215639361622
adatsihi,Maverick,17,22,7561,66870709,0.0001130689372532,0.0113068937253229
adatsihi,Maverick,18,25,8420,66870709,0.000125914621303,0.0125914621303028
adatsihi,Maverick,19,25,5938,66870709,8.879822105669614e-05,0.0088798221056696
adatsihi,Maverick,20,26,5328,66870709,7.967614041597795e-05,0.0079676140415977
adatsihi,Maverick,21,19,4298,66870709,6.42732829406669e-05,0.0064273282940666
adatsihi,Maverick,22,14,4133,66870709,6.180583489850541e-05,0.0061805834898505
adatsihi,Maverick,23,6,2023,66870709,3.0252408419955588e-05,0.0030252408419955
adatsihi,Maverick,24,15,6510,66870709,9.735204093618928e-05,0.0097352040936189
adatsihi,Maverick,25,11,7141,66870709,0.0001067881604186,0.0106788160418637
adatsihi,Maverick,26,7,2879,66870709,4.305322977807817e-05,0.0043053229778078
adatsihi,Maverick,27,3,557,66870709,8.329506421114812e-06,0.0008329506421114
adatsihi,Maverick,28,1,172,66870709,2.57212765607136e-06,0.0002572127656071
adatsihi,Maverick,29,4,855,66870709,1.2785867127564028e-05,0.0012785867127564
adatsihi,Maverick,30,5,1273,66870709,1.903673550103977e-05,0.0019036735501039
adatsihi,Maverick,31,1,268,66870709,4.007733789692584e-06,0.0004007733789692
adatsihi,Maverick,33,1,112,66870709,1.674873822558095e-06,0.0001674873822558
adatsihi,Maverick,35,2,368,66870709,5.503156845548026e-06,0.0005503156845548
adatsihi,PLE,0,1,28,66870709,4.1871845563952373e-07,4.187184556395237e-05
adatsihi,PLE,1,1,100,66870709,1.495423055855442e-06,0.0001495423055855
adatsihi,PLE,2,2,294,66870709,4.396543784214999e-06,0.0004396543784214
adatsihi,PLE,3,1,487,66870709,7.282710282016002e-06,0.0007282710282016
adatsihi,PLE,4,2,109,66870709,1.6300111308824315e-06,0.0001630011130882
adatsihi,PLE,5,1,752,66870709,1.1245581380032923e-05,0.0011245581380032
adatsihi,PLE,6,3,712,66870709,1.0647412157690748e-05,0.001064741215769
adatsihi,PLE,7,3,877,66870709,1.3114860199852226e-05,0.0013114860199852
adatsihi,PLE,8,1,234,66870709,3.499289950701734e-06,0.0003499289950701
adatsihi,PLE,9,3,301,66870709,4.50122339812488e-06,0.0004501223398124
adatsihi,PLE,10,3,476,66870709,7.118213745871904e-06,0.0007118213745871
adatsihi,PLE,12,4,339,66870709,5.069484159349948e-06,0.0005069484159349
adatsihi,PLE,13,13,748,66870709,1.1185764457798704e-05,0.0011185764457798
adatsihi,PLE,14,9,444,66870709,6.6396783679981615e-06,0.0006639678367998
adatsihi,PLE,15,4,444,66870709,6.6396783679981615e-06,0.0006639678367998
adatsihi,PLE,16,14,1427,66870709,2.133968700705716e-05,0.0021339687007057
adatsihi,PLE,17,7,707,66870709,1.0572641004897976e-05,0.0010572641004897
adatsihi,PLE,18,10,870,66870709,1.3010180585942344e-05,0.0013010180585942
adatsihi,PLE,19,10,1105,66870709,1.6524424767202633e-05,0.0016524424767202
adatsihi,PLE,20,20,2247,66870709,3.3602156065071776e-05,0.0033602156065071
