bootstrap_replicate,species,tree_tip,genome_size_pg,nucleus_area_um2,cell_area_um2
36,D. intermedius,intermedius,18.95891675,46.80000000,326.16000000
36,D. kanawha,kanawha,18.03823117,41.37840000,288.67680000
36,D. marmoratus,marmoratus,18.30845811,46.54080000,273.93120000
36,D. mavrokoilius,mavrokoilius,17.49180667,40.75200000,269.59680000
36,D. monticola,monticola,18.23041462,40.34880000,262.07280000
36,D. ochrophaeus,ochrophaeus,13.79991392,52.61760000,267.72480000
36,D. ocoee,ocoee,17.01162542,43.14240000,293.19840000
36,D. orestes,orestes,13.46875719,46.82880000,254.66400000
36,D. perlapsus,perlapsus,15.42155643,42.58080000,290.56320000
36,D. tilleyi,tilleyi,17.18502663,42.01920000,265.08960000
36,D. valtos,valtos,24.20789513,49.98240000,313.25040000
36,D. welteri,welteri,14.04984283,48.80880000,302.84640000
36,D. wrighti,wrighti,16.44765053,41.28480000,226.54080000
37,D. aeneus,aeneus,10.57898227,37.85040000,212.43600000
37,D. amphileucus,amphileucus,17.85076220,44.67600000,320.87520000
37,D. anicetus,anicetus,16.00597080,41.18400000,242.02080000
37,D. apalachicolae,apalachicolae,17.30697526,44.10000000,297.10080000
37,D. auriculatus,auriculatus,16.96181233,47.73600000,316.77120000
37,D. bairdi,bairdi,19.42203449,44.20800000,307.35360000
37,D. brimleyorum,brimleyorum,17.70322720,45.23040000,330.86880000
37,D. campi,campi,15.62860280,36.66960000,257.96880000
37,D. folkertsi,folkertsi,17.96516632,45.54720000,268.80480000
37,D. fuscus,fuscus,16.36000000,45.43200000,273.35520000
37,D. gvnigeusgwotli,gvnigeusgwotli,15.83327722,46.08000000,275.60160000
37,D. intermedius,intermedius,18.94228676,49.14000000,326.58480000
37,D. kanawha,kanawha,17.69423449,41.34960000,288.73440000
37,D. marmoratus,marmoratus,19.16051276,47.60640000,278.82720000
37,D. mavrokoilius,mavrokoilius,14.88576721,43.99200000,269.60400000
37,D. monticola,monticola,17.31561996,39.31200000,260.12880000
37,D. ochrophaeus,ochrophaeus,13.73172959,51.14880000,269.35200000
37,D. ocoee,ocoee,17.21384409,41.73840000,293.29200000
37,D. orestes,orestes,13.04339488,47.53440000,255.73680000
37,D. perlapsus,perlapsus,15.92100754,44.42400000,289.67040000
37,D. tilleyi,tilleyi,17.24525913,42.59520000,264.83040000
37,D. valtos,valtos,23.21709954,50.77440000,313.20000000
37,D. welteri,welteri,15.49340314,48.89520000,302.84640000
37,D. wrighti,wrighti,14.93670836,42.96960000,225.59760000
38,D. aeneus,aeneus,10.01031218,37.65600000,208.29600000
38,D. amphileucus,amphileucus,17.15752555,44.56080000,316.49040000
38,D. anicetus,anicetus,15.42869261,40.86000000,243.61920000
38,D. apalachicolae,apalachicolae,14.64527945,47.00160000,299.07360000
38,D. auriculatus,auriculatus,15.98331002,48.90240000,312.71040000
38,D. bairdi,bairdi,18.75108903,43.99920000,306.13680000
38,D. brimleyorum,brimleyorum,17.49731211,46.06560000,328.36320000
38,D. campi,campi,14.46000889,37.72800000,256.83840000
38,D. folkertsi,folkertsi,16.77915270,44.72640000,267.67440000
38,D. fuscus,fuscus,16.36000000,47.41200000,272.55600000
38,D. gvnigeusgwotli,gvnigeusgwotli,14.40315499,46.74240000,274.22640000
38,D. intermedius,intermedius,17.74033122,49.42800000,326.16000000
38,D. kanawha,kanawha,15.38167927,40.68000000,287.51040000
38,D. marmoratus,marmoratus,17.46809641,48.83760000,275.02560000
38,D. mavrokoilius,mavrokoilius,14.07371845,42.75360000,269.61120000
38,D. monticola,monticola,17.91070192,39.37680000,256.52160000
38,D. ochrophaeus,ochrophaeus,13.58943440,50.86080000,274.14720000
38,D. ocoee,ocoee,17.26126903,44.03520000,295.89120000
38,D. orestes,orestes,15.90126591,47.10240000,254.85840000
38,D. perlapsus,perlapsus,13.84363299,43.38000000,293.55120000
38,D. tilleyi,tilleyi,16.23706826,43.48800000,264.81600000
38,D. valtos,valtos,21.35768758,50.17680000,314.75520000
38,D. welteri,welteri,13.82952211,48.80880000,304.67520000
38,D. wrighti,wrighti,13.89639110,45.93600000,247.62240000
39,D. aeneus,aeneus,9.75658892,39.18240000,207.82080000
39,D. amphileucus,amphileucus,18.71992196,44.40960000,319.63680000
39,D. anicetus,anicetus,16.38385556,41.15520000,242.35200000
39,D. apalachicolae,apalachicolae,16.90381194,44.34480000,292.65120000
39,D. auriculatus,auriculatus,19.30648864,49.17600000,314.23680000
39,D. bairdi,bairdi,20.57162924,44.00640000,305.90640000
39,D. brimleyorum,brimleyorum,18.40679441,45.00000000,326.33280000
39,D. campi,campi,15.71517838,36.33840000,257.96880000
39,D. folkertsi,folkertsi,19.28544245,45.51840000,270.36720000
39,D. fuscus,fuscus,16.36000000,47.31120000,271.62720000
39,D. gvnigeusgwotli,gvnigeusgwotli,17.13522509,45.53280000,271.80720000
39,D. intermedius,intermedius,20.54569071,49.14000000,326.16000000
39,D. kanawha,kanawha,19.93527231,40.98960000,286.97040000
39,D. marmoratus,marmoratus,20.01506623,49.32000000,276.03360000
39,D. mavrokoilius,mavrokoilius,15.90649819,40.76640000,265.92480000
39,D. monticola,monticola,18.27336473,39.26880000,257.36400000
39,D. ochrophaeus,ochrophaeus,14.12316152,53.33040000,267.69600000
39,D. ocoee,ocoee,17.46790363,44.10720000,291.44880000
39,D. orestes,orestes,13.97211147,46.58400000,255.58560000
39,D. perlapsus,perlapsus,15.16765808,43.38000000,293.55120000
39,D. tilleyi,tilleyi,17.49212336,41.83200000,264.67200000
39,D. valtos,valtos,23.89183766,50.78880000,315.74160000
39,D. welteri,welteri,15.29274930,48.67200000,304.11360000
39,D. wrighti,wrighti,15.61239105,44.01360000,249.20640000
40,D. aeneus,aeneus,10.55208946,37.66320000,208.74240000
40,D. amphileucus,amphileucus,17.79978561,45.39600000,318.85920000
40,D. anicetus,anicetus,16.51500585,43.53120000,243.87840000
40,D. apalachicolae,apalachicolae,18.92196647,46.01520000,298.97280000
40,D. auriculatus,auriculatus,19.78167183,48.78000000,316.77120000
40,D. bairdi,bairdi,20.36783824,44.51760000,306.13680000
40,D. brimleyorum,brimleyorum,19.43196177,43.97760000,330.86880000
40,D. campi,campi,16.13998204,37.72800000,256.83840000
40,D. folkertsi,folkertsi,18.39306044,44.30160000,269.04240000
40,D. fuscus,fuscus,16.36000000,48.11040000,273.68640000
40,D. gvnigeusgwotli,gvnigeusgwotli,16.20573937,47.23200000,272.35440000
40,D. intermedius,intermedius,18.58686399,48.93840000,323.52480000
40,D. kanawha,kanawha,18.07659342,42.66720000,287.51040000
40,D. marmoratus,marmoratus,19.37535656,47.95200000,276.05520000
40,D. mavrokoilius,mavrokoilius,17.45652961,39.71520000,266.70960000
40,D. monticola,monticola,18.30841501,39.53520000,261.79200000
40,D. ochrophaeus,ochrophaeus,14.60451105,52.96320000,267.71040000
40,D. ocoee,ocoee,17.91306785,42.23520000,291.96000000
40,D. orestes,orestes,15.65528755,45.92160000,255.58560000
40,D. perlapsus,perlapsus,15.30186140,44.97120000,290.56320000
40,D. tilleyi,tilleyi,18.21177819,41.62320000,263.58480000
40,D. valtos,valtos,24.87959293,50.51520000,314.75520000
40,D. welteri,welteri,14.96701315,48.63600000,303.43680000
40,D. wrighti,wrighti,16.40612158,40.47840000,215.10720000
41,D. aeneus,aeneus,9.38772408,37.58400000,210.41280000
41,D. amphileucus,amphileucus,17.08823846,44.56800000,316.33200000
41,D. anicetus,anicetus,14.02031057,40.43520000,242.65440000
41,D. apalachicolae,apalachicolae,13.81914542,46.85760000,301.01040000
41,D. auriculatus,auriculatus,16.54637613,49.51440000,312.91200000
41,D. bairdi,bairdi,17.53747921,44.94240000,307.30320000
41,D. brimleyorum,brimleyorum,17.00355888,44.02800000,327.18960000
41,D. campi,campi,14.22040896,36.66960000,258.29280000
41,D. folkertsi,folkertsi,15.83712081,44.99280000,269.30160000
41,D. fuscus,fuscus,16.36000000,47.47680000,272.93760000
41,D. gvnigeusgwotli,gvnigeusgwotli,14.70899566,47.03040000,272.09520000
41,D. intermedius,intermedius,17.04915124,50.02560000,321.27840000
41,D. kanawha,kanawha,15.77385914,41.72400000,288.56160000
41,D. marmoratus,marmoratus,17.36118850,47.26080000,275.52960000
41,D. mavrokoilius,mavrokoilius,15.28754416,41.32800000,268.91280000
41,D. monticola,monticola,15.44138898,39.71520000,258.94080000
41,D. ochrophaeus,ochrophaeus,12.70292036,53.30880000,275.14800000
41,D. ocoee,ocoee,15.57388398,44.25120000,294.39360000
41,D. orestes,orestes,12.26466486,46.02240000,256.36320000
41,D. perlapsus,perlapsus,13.51872570,43.50240000,299.13120000
41,D. tilleyi,tilleyi,15.28063254,43.51680000,263.00160000
41,D. valtos,valtos,21.71052016,49.79520000,306.84960000
41,D. welteri,welteri,14.00813021,48.92400000,307.46880000
41,D. wrighti,wrighti,14.17193503,42.16320000,226.54080000
42,D. aeneus,aeneus,8.29765850,38.04480000,207.93600000
42,D. amphileucus,amphileucus,15.34350518,44.38080000,319.66560000
42,D. anicetus,anicetus,14.15791705,41.76000000,243.22320000
42,D. apalachicolae,apalachicolae,13.69444843,44.26560000,300.80160000
42,D. auriculatus,auriculatus,15.94027278,49.50720000,316.02960000
42,D. bairdi,bairdi,17.49549515,44.00640000,306.64080000
42,D. brimleyorum,brimleyorum,15.10795857,45.10080000,330.08400000
42,D. campi,campi,12.98915405,37.39680000,257.96880000
42,D. folkertsi,folkertsi,15.79378984,43.98480000,267.01920000
42,D. fuscus,fuscus,16.36000000,45.31680000,272.67840000
42,D. gvnigeusgwotli,gvnigeusgwotli,14.22047891,46.89360000,272.93760000
42,D. intermedius,intermedius,16.05852120,50.04720000,323.66880000
42,D. kanawha,kanawha,13.95723449,40.94640000,289.15920000
42,D. marmoratus,marmoratus,17.15652140,47.20320000,276.07680000
42,D. mavrokoilius,mavrokoilius,15.36669285,42.99840000,270.05760000
42,D. monticola,monticola,15.37687145,39.53520000,258.45840000
42,D. ochrophaeus,ochrophaeus,12.67496503,50.64480000,275.45040000
42,D. ocoee,ocoee,15.99035837,43.14240000,296.84160000
42,D. orestes,orestes,14.12748907,47.41920000,255.34080000
42,D. perlapsus,perlapsus,13.77762950,44.66160000,290.56320000
42,D. tilleyi,tilleyi,15.44482802,41.65200000,264.05280000
42,D. valtos,valtos,21.03934512,49.79520000,318.42000000
42,D. welteri,welteri,14.72124359,48.42720000,302.83200000
42,D. wrighti,wrighti,12.52644761,41.28480000,237.13200000
43,D. aeneus,aeneus,9.88796222,36.87840000,213.54480000
43,D. amphileucus,amphileucus,17.88721351,44.92080000,318.59280000
43,D. anicetus,anicetus,15.04862603,41.68800000,242.82720000
43,D. apalachicolae,apalachicolae,15.52880632,44.66880000,302.29920000
43,D. auriculatus,auriculatus,17.31227994,49.36320000,315.91440000
43,D. bairdi,bairdi,18.66518058,44.20800000,306.00000000
43,D. brimleyorum,brimleyorum,16.68909706,44.07840000,326.33280000
43,D. campi,campi,14.11150546,36.33840000,258.88320000
43,D. folkertsi,folkertsi,16.60785315,46.41120000,267.40800000
43,D. fuscus,fuscus,16.36000000,47.37600000,272.36160000
43,D. gvnigeusgwotli,gvnigeusgwotli,15.14207118,46.62000000,272.03040000
43,D. intermedius,intermedius,18.14895013,50.16960000,325.15200000
43,D. kanawha,kanawha,16.98240197,40.99680000,289.23840000
43,D. marmoratus,marmoratus,17.13876529,48.32640000,274.78080000
43,D. mavrokoilius,mavrokoilius,14.33451127,43.38720000,268.48800000
43,D. monticola,monticola,16.12703927,39.13920000,258.09840000
43,D. ochrophaeus,ochrophaeus,12.74200599,52.96320000,274.50000000
43,D. ocoee,ocoee,15.77610763,42.39360000,295.89120000
43,D. orestes,orestes,13.95120746,46.05120000,255.60000000
43,D. perlapsus,perlapsus,12.91768922,42.87600000,294.07680000
43,D. tilleyi,tilleyi,16.41557322,41.74560000,264.55680000
43,D. valtos,valtos,22.35256693,49.60800000,314.19360000
43,D. welteri,welteri,14.66335308,49.55040000,303.43680000
43,D. wrighti,wrighti,14.40696268,42.96960000,247.62240000
44,D. aeneus,aeneus,8.83950139,38.46240000,207.75600000
44,D. amphileucus,amphileucus,15.84491343,43.81920000,317.00160000
44,D. anicetus,anicetus,14.27713102,41.70240000,242.48880000
44,D. apalachicolae,apalachicolae,14.80162146,45.80640000,299.07360000
44,D. auriculatus,auriculatus,18.01081810,48.84480000,315.13680000
44,D. bairdi,bairdi,17.97280348,45.02880000,306.27360000
44,D. brimleyorum,brimleyorum,14.93964771,45.10080000,327.71520000
44,D. campi,campi,13.79812126,37.39680000,256.42080000
44,D. folkertsi,folkertsi,15.80073288,45.15120000,268.76880000
44,D. fuscus,fuscus,16.36000000,45.87120000,271.62720000
44,D. gvnigeusgwotli,gvnigeusgwotli,13.60935284,46.33920000,273.34080000
44,D. intermedius,intermedius,17.55950702,48.93840000,326.93040000
44,D. kanawha,kanawha,15.98256721,40.89600000,286.13520000
44,D. marmoratus,marmoratus,16.77974809,48.10320000,274.07520000
44,D. mavrokoilius,mavrokoilius,15.14171273,43.40160000,271.98720000
44,D. monticola,monticola,17.29944386,39.10320000,256.06080000
44,D. ochrophaeus,ochrophaeus,12.13230546,50.56560000,267.01920000
44,D. ocoee,ocoee,15.75380207,44.15040000,293.11200000
44,D. orestes,orestes,13.63612388,46.82880000,255.48480000
44,D. perlapsus,perlapsus,14.49874661,44.53920000,294.19200000
44,D. tilleyi,tilleyi,15.60724614,41.52960000,263.58480000
44,D. valtos,valtos,21.29290553,49.79520000,313.20000000
44,D. welteri,welteri,14.14300313,48.78720000,302.96160000
44,D. wrighti,wrighti,13.85166935,43.84800000,247.62240000
45,D. aeneus,aeneus,9.16119351,35.92800000,213.54480000
45,D. amphileucus,amphileucus,15.38953014,44.12880000,317.00160000
45,D. anicetus,anicetus,13.85736200,41.88240000,247.57920000
45,D. apalachicolae,apalachicolae,13.60038388,43.53120000,295.30800000
45,D. auriculatus,auriculatus,13.92698449,48.78000000,312.53040000
45,D. bairdi,bairdi,16.21667161,44.80560000,305.90640000
45,D. brimleyorum,brimleyorum,13.27430360,45.69840000,328.36320000
45,D. campi,campi,12.74195493,37.39680000,248.93280000
45,D. folkertsi,folkertsi,14.93514995,43.98480000,269.20800000
45,D. fuscus,fuscus,16.36000000,47.24640000,272.31120000
45,D. gvnigeusgwotli,gvnigeusgwotli,13.54994958,45.54720000,272.77200000
45,D. intermedius,intermedius,15.54610989,49.27680000,325.15200000
45,D. kanawha,kanawha,13.13312351,41.87520000,288.77040000
45,D. marmoratus,marmoratus,15.79005379,47.60640000,273.72960000
45,D. mavrokoilius,mavrokoilius,13.54391832,40.06080000,269.02080000
45,D. monticola,monticola,13.22298101,39.48480000,262.03680000
45,D. ochrophaeus,ochrophaeus,11.35828360,51.22080000,274.79520000
45,D. ocoee,ocoee,14.89218637,42.15600000,291.68640000
45,D. orestes,orestes,11.25697372,46.05120000,256.40640000
45,D. perlapsus,perlapsus,13.47245854,42.30000000,290.69280000
45,D. tilleyi,tilleyi,14.24512021,42.23520000,266.52960000
45,D. valtos,valtos,19.83186326,49.52880000,314.59680000
45,D. welteri,welteri,12.13304731,48.47040000,307.81440000
45,D. wrighti,wrighti,11.85207943,45.93600000,247.62240000
46,D. aeneus,aeneus,9.49701312,38.60640000,208.29600000
46,D. amphileucus,amphileucus,17.91186714,44.40960000,318.43440000
46,D. anicetus,anicetus,15.03856364,40.43520000,245.26080000
46,D. apalachicolae,apalachicolae,14.27463874,46.38240000,300.31200000
46,D. auriculatus,auriculatus,18.81368448,49.17600000,317.67120000
46,D. bairdi,bairdi,18.35846158,43.86960000,306.97200000
46,D. brimleyorum,brimleyorum,17.31667781,45.11520000,330.63840000
46,D. campi,campi,14.13709766,37.85040000,252.20160000
46,D. folkertsi,folkertsi,16.67265420,44.72640000,268.76880000
46,D. fuscus,fuscus,16.36000000,46.64160000,274.32000000
46,D. gvnigeusgwotli,gvnigeusgwotli,15.00576626,45.82080000,274.22640000
46,D. intermedius,intermedius,18.17190783,49.42800000,326.93040000
46,D. kanawha,kanawha,15.42958573,42.66720000,288.67680000
46,D. marmoratus,marmoratus,18.32892423,46.69920000,274.90320000
46,D. mavrokoilius,mavrokoilius,16.19937588,40.33440000,269.35200000
46,D. monticola,monticola,17.32993949,39.62160000,260.12880000
46,D. ochrophaeus,ochrophaeus,12.77934954,51.58800000,270.61920000
46,D. ocoee,ocoee,17.13046766,44.03520000,293.19840000
46,D. orestes,orestes,13.94639882,45.00000000,254.61360000
46,D. perlapsus,perlapsus,13.93422619,44.48160000,294.07680000
46,D. tilleyi,tilleyi,16.15328938,42.23520000,263.12400000
46,D. valtos,valtos,22.59650674,49.57920000,318.42000000
46,D. welteri,welteri,16.05034582,48.68640000,303.43680000
46,D. wrighti,wrighti,14.27118005,42.09120000,266.29920000
47,D. aeneus,aeneus,10.51036347,38.06640000,210.41280000
47,D. amphileucus,amphileucus,16.02893580,45.40320000,318.32640000
47,D. anicetus,anicetus,14.08655412,41.91120000,246.14640000
47,D. apalachicolae,apalachicolae,14.90024342,46.54080000,294.19920000
47,D. auriculatus,auriculatus,15.31639960,48.90240000,315.13680000
47,D. bairdi,bairdi,17.06129470,44.89920000,308.16000000
47,D. brimleyorum,brimleyorum,14.77550003,45.08640000,325.63440000
47,D. campi,campi,13.32437884,36.66240000,257.70960000
47,D. folkertsi,folkertsi,16.19343765,45.57600000,268.40880000
47,D. fuscus,fuscus,16.36000000,47.47680000,273.01680000
47,D. gvnigeusgwotli,gvnigeusgwotli,14.17906435,44.38080000,271.75680000
47,D. intermedius,intermedius,17.40248506,49.27680000,326.93760000
47,D. kanawha,kanawha,14.37460972,40.89600000,283.83840000
47,D. marmoratus,marmoratus,17.29754944,48.10320000,274.07520000
47,D. mavrokoilius,mavrokoilius,14.54467302,42.99840000,272.37600000
47,D. monticola,monticola,15.99491443,39.53520000,260.04960000
47,D. ochrophaeus,ochrophaeus,12.78476158,51.30720000,272.72160000
47,D. ocoee,ocoee,16.20756926,43.39440000,294.53040000
47,D. orestes,orestes,14.59791420,46.05120000,255.61440000
47,D. perlapsus,perlapsus,14.18207180,43.86240000,296.64000000
47,D. tilleyi,tilleyi,15.39343694,42.01920000,264.75120000
47,D. valtos,valtos,21.26467499,50.64480000,317.33280000
47,D. welteri,welteri,13.70553840,48.40560000,304.41600000
47,D. wrighti,wrighti,13.46955879,42.09120000,219.72240000
48,D. aeneus,aeneus,9.99303962,37.65600000,208.54080000
48,D. amphileucus,amphileucus,18.82105610,44.66880000,321.28560000
48,D. anicetus,anicetus,15.97394489,42.13440000,246.77280000
48,D. apalachicolae,apalachicolae,17.02538612,44.39520000,300.05280000
48,D. auriculatus,auriculatus,18.44207750,48.01680000,315.44640000
48,D. bairdi,bairdi,20.33236154,44.51760000,307.00800000
48,D. brimleyorum,brimleyorum,19.32587913,45.11520000,334.00080000
48,D. campi,campi,15.86955410,38.22480000,247.79520000
48,D. folkertsi,folkertsi,17.81733073,45.26640000,269.13600000
48,D. fuscus,fuscus,16.36000000,46.28880000,273.35520000
48,D. gvnigeusgwotli,gvnigeusgwotli,16.62038712,46.74240000,272.35440000
48,D. intermedius,intermedius,19.03550860,47.29680000,323.66880000
48,D. kanawha,kanawha,17.67216671,42.19200000,288.56160000
48,D. marmoratus,marmoratus,19.65983178,48.29040000,277.61040000
48,D. mavrokoilius,mavrokoilius,16.05051244,42.87600000,268.91280000
48,D. monticola,monticola,18.42101816,39.89520000,259.53120000
48,D. ochrophaeus,ochrophaeus,13.91797398,51.63120000,267.89760000
48,D. ocoee,ocoee,16.51236412,44.22240000,294.53040000
48,D. orestes,orestes,14.43888801,46.05120000,254.85840000
48,D. perlapsus,perlapsus,16.23646956,42.01920000,293.02560000
48,D. tilleyi,tilleyi,17.73132710,41.70240000,263.46240000
48,D. valtos,valtos,24.49771599,51.79680000,313.74000000
48,D. welteri,welteri,16.21371483,48.78720000,303.32160000
48,D. wrighti,wrighti,14.33298224,41.28480000,215.10720000
49,D. aeneus,aeneus,10.03684221,37.65600000,213.17760000
49,D. amphileucus,amphileucus,17.97460256,44.40960000,320.01840000
49,D. anicetus,anicetus,15.79985732,42.48000000,242.19360000
49,D. apalachicolae,apalachicolae,16.90994369,45.50400000,298.46880000
49,D. auriculatus,auriculatus,17.71434276,48.57120000,312.71040000
49,D. bairdi,bairdi,19.50605025,43.87680000,307.30320000
49,D. brimleyorum,brimleyorum,18.54394057,44.49600000,329.20560000
49,D. campi,campi,15.25194229,36.67680000,258.88320000
49,D. folkertsi,folkertsi,17.56819612,43.22880000,267.94080000
49,D. fuscus,fuscus,16.36000000,47.24640000,272.55600000
49,D. gvnigeusgwotli,gvnigeusgwotli,16.06936875,46.08000000,272.08080000
49,D. intermedius,intermedius,18.23973192,47.29680000,325.15200000
49,D. kanawha,kanawha,18.49086897,41.32080000,283.83840000
49,D. marmoratus,marmoratus,18.02882461,47.20320000,274.01760000
49,D. mavrokoilius,mavrokoilius,14.36199256,40.75200000,268.14240000
49,D. monticola,monticola,18.74498274,40.34880000,260.10000000
49,D. ochrophaeus,ochrophaeus,13.63350821,51.95520000,269.35200000
49,D. ocoee,ocoee,17.21085598,44.23680000,292.52160000
49,D. orestes,orestes,15.65864585,45.99360000,256.40640000
49,D. perlapsus,perlapsus,13.61262631,41.27040000,290.62800000
49,D. tilleyi,tilleyi,17.32078166,42.16320000,266.63040000
49,D. valtos,valtos,23.32352204,48.65040000,312.17040000
49,D. welteri,welteri,15.81499443,48.90240000,310.21200000
49,D. wrighti,wrighti,14.72768353,46.24560000,197.69760000
50,D. aeneus,aeneus,8.85285152,35.76960000,208.29600000
50,D. amphileucus,amphileucus,15.55603249,45.77760000,316.82880000
50,D. anicetus,anicetus,14.19746834,41.44320000,243.93600000
50,D. apalachicolae,apalachicolae,13.81279987,44.97120000,300.80160000
50,D. auriculatus,auriculatus,16.37506002,50.26320000,317.44080000
50,D. bairdi,bairdi,17.50963586,45.02880000,306.00000000
50,D. brimleyorum,brimleyorum,15.95739586,43.94880000,330.88320000
50,D. campi,campi,13.90625850,37.44720000,258.51600000
50,D. folkertsi,folkertsi,15.69703204,45.57600000,267.94080000
50,D. fuscus,fuscus,16.36000000,47.70720000,271.90080000
50,D. gvnigeusgwotli,gvnigeusgwotli,14.57517592,46.45440000,272.36880000
50,D. intermedius,intermedius,17.63929787,47.26080000,323.81280000
50,D. kanawha,kanawha,20.36726969,41.99040000,288.75600000
50,D. marmoratus,marmoratus,17.08634985,48.32640000,276.40800000
50,D. mavrokoilius,mavrokoilius,16.00460546,40.71600000,269.10720000
50,D. monticola,monticola,15.64618693,39.85920000,260.60400000
50,D. ochrophaeus,ochrophaeus,12.29621119,52.31520000,267.57360000
50,D. ocoee,ocoee,16.00529703,43.87680000,294.53040000
50,D. orestes,orestes,12.22199898,45.33840000,255.60000000
50,D. perlapsus,perlapsus,14.30079034,41.95440000,289.85760000
50,D. tilleyi,tilleyi,15.93745092,41.83200000,264.47760000
50,D. valtos,valtos,20.83707366,50.65200000,311.67360000
50,D. welteri,welteri,14.97664762,48.18960000,303.98400000
50,D. wrighti,wrighti,13.80193076,43.84800000,247.62240000
51,D. aeneus,aeneus,11.38054399,38.60640000,210.41280000
51,D. amphileucus,amphileucus,17.27294444,44.94240000,317.44800000
51,D. anicetus,anicetus,15.43269200,42.34320000,245.72880000
51,D. apalachicolae,apalachicolae,15.41114523,46.68480000,296.71200000
51,D. auriculatus,auriculatus,16.11580836,49.17600000,315.17280000
51,D. bairdi,bairdi,18.61031213,43.94160000,306.60480000
51,D. brimleyorum,brimleyorum,17.00059713,46.88640000,331.12080000
51,D. campi,campi,14.39812547,37.72800000,257.96880000
51,D. folkertsi,folkertsi,16.95392562,44.32320000,268.84080000
51,D. fuscus,fuscus,16.36000000,46.94400000,273.83760000
51,D. gvnigeusgwotli,gvnigeusgwotli,15.62041099,46.50480000,272.43360000
51,D. intermedius,intermedius,18.20931372,47.16000000,325.49760000
51,D. kanawha,kanawha,16.65788263,41.72400000,290.74320000
51,D. marmoratus,marmoratus,18.53059808,48.10320000,276.56640000
51,D. mavrokoilius,mavrokoilius,14.87086964,42.55200000,269.59680000
51,D. monticola,monticola,18.61387762,39.60720000,263.39760000
51,D. ochrophaeus,ochrophaeus,13.50857097,51.95520000,270.61920000
51,D. ocoee,ocoee,17.04913449,42.98400000,292.44960000
51,D. orestes,orestes,14.09580709,45.92160000,256.47120000
51,D. perlapsus,perlapsus,15.27633005,41.32800000,291.79440000
51,D. tilleyi,tilleyi,16.01365030,42.96960000,264.75120000
51,D. valtos,valtos,22.13296889,49.60800000,314.19360000
51,D. welteri,welteri,15.89488146,48.21120000,307.12320000
51,D. wrighti,wrighti,14.72581299,42.96960000,237.03120000
52,D. aeneus,aeneus,8.15866551,38.82960000,207.82080000
52,D. amphileucus,amphileucus,14.83041532,44.40960000,319.55040000
52,D. anicetus,anicetus,13.38806104,40.13280000,244.13760000
52,D. apalachicolae,apalachicolae,12.94588754,46.38240000,297.89280000
52,D. auriculatus,auriculatus,15.22430747,49.35600000,315.87840000
52,D. bairdi,bairdi,16.57364884,45.20880000,304.86240000
52,D. brimleyorum,brimleyorum,14.83599454,43.88400000,328.16880000
52,D. campi,campi,12.49056112,36.66240000,256.00320000
52,D. folkertsi,folkertsi,14.76782482,44.59680000,268.76880000
52,D. fuscus,fuscus,16.36000000,48.21120000,272.55600000
52,D. gvnigeusgwotli,gvnigeusgwotli,13.57395301,47.01600000,272.63520000
52,D. intermedius,intermedius,16.20633308,48.75840000,325.91520000
52,D. kanawha,kanawha,15.97527568,40.99680000,289.62720000
52,D. marmoratus,marmoratus,15.48447780,47.10240000,278.13600000
52,D. mavrokoilius,mavrokoilius,11.69150714,43.76880000,269.02080000
52,D. monticola,monticola,15.71741726,39.42000000,261.05760000
52,D. ochrophaeus,ochrophaeus,11.62273119,52.66080000,272.30400000
52,D. ocoee,ocoee,14.70874095,43.87680000,294.43680000
52,D. orestes,orestes,11.37897148,47.20320000,256.47120000
52,D. perlapsus,perlapsus,12.23068309,44.66160000,294.19200000
52,D. tilleyi,tilleyi,13.93092912,43.07760000,265.55040000
52,D. valtos,valtos,19.18302145,49.95360000,314.19360000
52,D. welteri,welteri,12.37941042,48.88800000,304.41600000
52,D. wrighti,wrighti,12.46598813,43.84800000,247.62240000
53,D. aeneus,aeneus,8.83129936,36.83520000,211.47840000
53,D. amphileucus,amphileucus,15.61015227,45.39600000,318.43440000
53,D. anicetus,anicetus,14.34662505,40.56480000,244.25280000
53,D. apalachicolae,apalachicolae,14.80132031,44.89920000,300.43440000
53,D. auriculatus,auriculatus,17.92745535,49.36320000,316.94400000
53,D. bairdi,bairdi,18.12433858,44.00640000,302.88240000
53,D. brimleyorum,brimleyorum,15.80424305,44.02800000,328.81680000
53,D. campi,campi,13.55494661,36.66960000,256.00320000
53,D. folkertsi,folkertsi,15.83889518,45.54720000,269.30160000
53,D. fuscus,fuscus,16.36000000,47.70720000,272.93760000
53,D. gvnigeusgwotli,gvnigeusgwotli,14.76718610,46.62000000,272.63520000
53,D. intermedius,intermedius,16.97919371,47.16000000,326.16720000
53,D. kanawha,kanawha,16.17811755,41.40000000,288.77040000
53,D. marmoratus,marmoratus,16.62174239,47.95200000,273.65760000
53,D. mavrokoilius,mavrokoilius,14.72960179,41.83920000,270.05760000
53,D. monticola,monticola,15.68469339,39.64320000,258.47280000
53,D. ochrophaeus,ochrophaeus,11.80102168,52.28640000,275.15520000
53,D. ocoee,ocoee,15.43833762,42.60960000,292.52160000
53,D. orestes,orestes,14.13210282,46.82880000,255.34800000
53,D. perlapsus,perlapsus,15.03872867,42.30000000,297.41760000
53,D. tilleyi,tilleyi,15.46987830,41.81040000,264.83040000
