bootstrap_replicate,species,tree_tip,genome_size_pg,nucleus_area_um2,cell_area_um2
18,D. gvnigeusgwotli,gvnigeusgwotli,15.68645091,47.03040000,272.30400000
18,D. intermedius,intermedius,17.68762713,49.27680000,323.74080000
18,D. kanawha,kanawha,15.15256074,41.74560000,287.51040000
18,D. marmoratus,marmoratus,17.46797806,47.95200000,274.06080000
18,D. mavrokoilius,mavrokoilius,15.13004588,40.32000000,268.91280000
18,D. monticola,monticola,16.26085393,38.86560000,258.95520000
18,D. ochrophaeus,ochrophaeus,12.69855148,52.46640000,275.45760000
18,D. ocoee,ocoee,16.90533360,42.15600000,291.51360000
18,D. orestes,orestes,13.40397943,47.07360000,255.35520000
18,D. perlapsus,perlapsus,13.01338573,42.91920000,291.85920000
18,D. tilleyi,tilleyi,16.27786562,41.57280000,263.92320000
18,D. valtos,valtos,22.52597168,50.24880000,309.14640000
18,D. welteri,welteri,14.62523099,48.91680000,302.71680000
18,D. wrighti,wrighti,14.57376126,41.28480000,238.71600000
19,D. aeneus,aeneus,8.91331984,38.90880000,207.93600000
19,D. amphileucus,amphileucus,17.25241785,44.12880000,319.66560000
19,D. anicetus,anicetus,14.60789654,43.93440000,243.95760000
19,D. apalachicolae,apalachicolae,14.43900130,46.00080000,298.97280000
19,D. auriculatus,auriculatus,16.89887588,47.73600000,312.14880000
19,D. bairdi,bairdi,17.64483957,44.00640000,306.97200000
19,D. brimleyorum,brimleyorum,16.18889593,45.16560000,326.66400000
19,D. campi,campi,14.21222448,37.51200000,249.86880000
19,D. folkertsi,folkertsi,16.07795669,44.42400000,268.33680000
19,D. fuscus,fuscus,16.36000000,47.37600000,270.79920000
19,D. gvnigeusgwotli,gvnigeusgwotli,14.36496217,46.62000000,272.43360000
19,D. intermedius,intermedius,17.39540859,48.87360000,324.33120000
19,D. kanawha,kanawha,14.35005966,42.99120000,286.87680000
19,D. marmoratus,marmoratus,16.56104338,47.79360000,273.88800000
19,D. mavrokoilius,mavrokoilius,14.49647525,42.55200000,268.80480000
19,D. monticola,monticola,15.13890472,39.42000000,256.84560000
19,D. ochrophaeus,ochrophaeus,12.31249221,51.30720000,273.01680000
19,D. ocoee,ocoee,15.96609725,42.23520000,292.26960000
19,D. orestes,orestes,12.75969622,46.05120000,256.47120000
19,D. perlapsus,perlapsus,13.70133701,43.50240000,296.64000000
19,D. tilleyi,tilleyi,15.34581430,41.60160000,262.97280000
19,D. valtos,valtos,20.72256382,49.49280000,315.74160000
19,D. welteri,welteri,14.20769648,48.25440000,302.24160000
19,D. wrighti,wrighti,14.46998213,40.46400000,225.69840000
20,D. aeneus,aeneus,9.61091749,38.25360000,209.23200000
20,D. amphileucus,amphileucus,16.69935369,44.67600000,320.32800000
20,D. anicetus,anicetus,14.81559127,40.86000000,246.69360000
20,D. apalachicolae,apalachicolae,14.83647152,43.53120000,298.58400000
20,D. auriculatus,auriculatus,15.15737443,49.00320000,316.88640000
20,D. bairdi,bairdi,17.68601485,44.40960000,306.00000000
20,D. brimleyorum,brimleyorum,16.81692328,43.66080000,329.01120000
20,D. campi,campi,14.07901178,37.39680000,256.42080000
20,D. folkertsi,folkertsi,16.03824666,45.99360000,270.07200000
20,D. fuscus,fuscus,16.36000000,45.43920000,273.44160000
20,D. gvnigeusgwotli,gvnigeusgwotli,14.74703008,46.62000000,273.03840000
20,D. intermedius,intermedius,17.64735505,48.67200000,325.90800000
20,D. kanawha,kanawha,15.25704028,40.93920000,288.62640000
20,D. marmoratus,marmoratus,17.61989629,47.60640000,274.48560000
20,D. mavrokoilius,mavrokoilius,16.13307251,41.32800000,271.44000000
20,D. monticola,monticola,16.58898775,39.42000000,258.92640000
20,D. ochrophaeus,ochrophaeus,13.04516719,50.56560000,273.43440000
20,D. ocoee,ocoee,14.09881694,42.60960000,293.38560000
20,D. orestes,orestes,14.27339083,46.05120000,255.60000000
20,D. perlapsus,perlapsus,13.10395690,42.91920000,293.55120000
20,D. tilleyi,tilleyi,15.45119332,42.59520000,263.24640000
20,D. valtos,valtos,21.78071624,50.64480000,319.50720000
20,D. welteri,welteri,14.08814087,48.78720000,304.67520000
20,D. wrighti,wrighti,13.66523454,44.01360000,226.54080000
21,D. aeneus,aeneus,9.67648595,37.62000000,207.75600000
21,D. amphileucus,amphileucus,16.92251042,44.28720000,319.52160000
21,D. anicetus,anicetus,15.28761186,41.47200000,244.19520000
21,D. apalachicolae,apalachicolae,15.94040549,45.20160000,300.28320000
21,D. auriculatus,auriculatus,17.21130723,50.09760000,313.67520000
21,D. bairdi,bairdi,18.44591760,43.87680000,305.20800000
21,D. brimleyorum,brimleyorum,15.35790846,45.01440000,328.81680000
21,D. campi,campi,14.67154179,37.03680000,257.25600000
21,D. folkertsi,folkertsi,17.18099717,44.46720000,268.73280000
21,D. fuscus,fuscus,16.36000000,47.59200000,274.00320000
21,D. gvnigeusgwotli,gvnigeusgwotli,15.20606748,47.02320000,275.01120000
21,D. intermedius,intermedius,18.15427459,49.27680000,325.25280000
21,D. kanawha,kanawha,15.16527687,40.83120000,289.23840000
21,D. marmoratus,marmoratus,17.30587851,48.42720000,274.48560000
21,D. mavrokoilius,mavrokoilius,16.51218244,41.16240000,268.14240000
21,D. monticola,monticola,16.34536689,39.58560000,262.20960000
21,D. ochrophaeus,ochrophaeus,12.79941968,52.81200000,267.01920000
21,D. ocoee,ocoee,17.02206068,41.73840000,293.29200000
21,D. orestes,orestes,13.99678124,45.89280000,255.60000000
21,D. perlapsus,perlapsus,13.87087582,43.25760000,297.41760000
21,D. tilleyi,tilleyi,16.43039536,42.19920000,264.23280000
21,D. valtos,valtos,22.83030012,50.37840000,313.79040000
21,D. welteri,welteri,15.81599148,48.80880000,303.43680000
21,D. wrighti,wrighti,15.31720249,41.26320000,237.13200000
22,D. aeneus,aeneus,10.13206537,35.99280000,208.54080000
22,D. amphileucus,amphileucus,16.94517616,44.56080000,317.93040000
22,D. anicetus,anicetus,15.00836354,41.70240000,243.22320000
22,D. apalachicolae,apalachicolae,14.36607705,45.87120000,300.61440000
22,D. auriculatus,auriculatus,17.01889968,47.95920000,312.53040000
22,D. bairdi,bairdi,18.21151355,44.00640000,309.21840000
22,D. brimleyorum,brimleyorum,17.25130946,44.91360000,328.62240000
22,D. campi,campi,13.88001292,36.66240000,257.64480000
22,D. folkertsi,folkertsi,16.26304377,45.57600000,268.73280000
22,D. fuscus,fuscus,16.36000000,47.24640000,275.01120000
22,D. gvnigeusgwotli,gvnigeusgwotli,14.52015760,46.08000000,271.85760000
22,D. intermedius,intermedius,16.81974261,47.05920000,326.93760000
22,D. kanawha,kanawha,17.74584916,40.93920000,287.28720000
22,D. marmoratus,marmoratus,18.30261872,48.41280000,274.21920000
22,D. mavrokoilius,mavrokoilius,14.91691319,42.55200000,268.04880000
22,D. monticola,monticola,16.12060262,39.60000000,258.84720000
22,D. ochrophaeus,ochrophaeus,12.74256576,51.26400000,275.45760000
22,D. ocoee,ocoee,17.40155278,44.10720000,292.52160000
22,D. orestes,orestes,12.35800684,47.21760000,256.38480000
22,D. perlapsus,perlapsus,14.02924496,42.30000000,296.66160000
22,D. tilleyi,tilleyi,15.86271337,42.59520000,263.03040000
22,D. valtos,valtos,22.73950907,50.78160000,315.12960000
22,D. welteri,welteri,13.59150829,48.70800000,309.05280000
22,D. wrighti,wrighti,14.10050029,44.89200000,247.52160000
23,D. aeneus,aeneus,9.38339255,36.87120000,209.43360000
23,D. amphileucus,amphileucus,18.41934978,43.29360000,316.91520000
23,D. anicetus,anicetus,15.57362890,41.69520000,244.21680000
23,D. apalachicolae,apalachicolae,15.46991362,46.52640000,300.15360000
23,D. auriculatus,auriculatus,18.22559812,50.38560000,316.88640000
23,D. bairdi,bairdi,19.39290268,43.86960000,302.88240000
23,D. brimleyorum,brimleyorum,19.13703121,45.18000000,330.08400000
23,D. campi,campi,15.43628732,37.12320000,257.96880000
23,D. folkertsi,folkertsi,17.77180442,44.48880000,268.80480000
23,D. fuscus,fuscus,16.36000000,48.24000000,272.18880000
23,D. gvnigeusgwotli,gvnigeusgwotli,16.08120362,46.62000000,272.52000000
23,D. intermedius,intermedius,19.47892315,48.85200000,325.04400000
23,D. kanawha,kanawha,15.97949623,41.72400000,288.03600000
23,D. marmoratus,marmoratus,18.49018448,47.14560000,276.14160000
23,D. mavrokoilius,mavrokoilius,16.37890423,41.16240000,268.64640000
23,D. monticola,monticola,18.79747488,40.17600000,258.95520000
23,D. ochrophaeus,ochrophaeus,13.44559924,51.84000000,267.01920000
23,D. ocoee,ocoee,16.96433038,44.22240000,292.44960000
23,D. orestes,orestes,13.39948944,46.05120000,255.34080000
23,D. perlapsus,perlapsus,14.84945910,42.30000000,290.69280000
23,D. tilleyi,tilleyi,17.07741729,42.01920000,263.00160000
23,D. valtos,valtos,23.97776790,50.24880000,316.93680000
23,D. welteri,welteri,15.04349022,48.23280000,304.54560000
23,D. wrighti,wrighti,16.39249671,44.01360000,247.52160000
24,D. aeneus,aeneus,9.59563192,37.66320000,211.47840000
24,D. amphileucus,amphileucus,17.21628419,43.32960000,320.39280000
24,D. anicetus,anicetus,14.61874363,41.44320000,243.48240000
24,D. apalachicolae,apalachicolae,14.73338088,44.66880000,300.28320000
24,D. auriculatus,auriculatus,16.98420035,49.51440000,317.14560000
24,D. bairdi,bairdi,18.25959520,44.94240000,306.00000000
24,D. brimleyorum,brimleyorum,17.04247614,45.10080000,331.10640000
24,D. campi,campi,14.17953503,37.72800000,258.22800000
24,D. folkertsi,folkertsi,15.98141492,44.87040000,266.63040000
24,D. fuscus,fuscus,16.36000000,48.21120000,271.36800000
24,D. gvnigeusgwotli,gvnigeusgwotli,14.44140751,47.03040000,272.41920000
24,D. intermedius,intermedius,16.40111112,49.27680000,323.66880000
24,D. kanawha,kanawha,16.17492294,40.89600000,291.85920000
24,D. marmoratus,marmoratus,17.59885389,48.35520000,274.50000000
24,D. mavrokoilius,mavrokoilius,15.12970743,43.99200000,269.60400000
24,D. monticola,monticola,15.34199034,39.62160000,260.10720000
24,D. ochrophaeus,ochrophaeus,12.98036061,52.31520000,273.43440000
24,D. ocoee,ocoee,16.16702757,43.44480000,294.63840000
24,D. orestes,orestes,12.81331395,46.05120000,255.47040000
24,D. perlapsus,perlapsus,13.39835231,42.63840000,290.69280000
24,D. tilleyi,tilleyi,15.50728673,41.50080000,264.67200000
24,D. valtos,valtos,22.34973190,49.60800000,314.19360000
24,D. welteri,welteri,15.20413173,48.90240000,310.92480000
24,D. wrighti,wrighti,16.02090166,42.96960000,247.62240000
25,D. aeneus,aeneus,8.64059443,36.83520000,209.43360000
25,D. amphileucus,amphileucus,15.43924419,44.43120000,319.55040000
25,D. anicetus,anicetus,13.91063825,44.21520000,249.38640000
25,D. apalachicolae,apalachicolae,13.70471807,46.10880000,297.11520000
25,D. auriculatus,auriculatus,16.50277274,48.18240000,314.23680000
25,D. bairdi,bairdi,17.67983893,44.89920000,305.52480000
25,D. brimleyorum,brimleyorum,16.68136660,45.24480000,331.35840000
25,D. campi,campi,13.28782133,36.71280000,258.22800000
25,D. folkertsi,folkertsi,15.42410085,44.87040000,267.01920000
25,D. fuscus,fuscus,16.36000000,47.24640000,271.18800000
25,D. gvnigeusgwotli,gvnigeusgwotli,13.71312640,45.67680000,275.22720000
25,D. intermedius,intermedius,17.20702568,46.57680000,323.52480000
25,D. kanawha,kanawha,15.84628908,41.40000000,288.61200000
25,D. marmoratus,marmoratus,16.87456415,48.29040000,273.93120000
25,D. mavrokoilius,mavrokoilius,13.76236593,43.38720000,269.83440000
25,D. monticola,monticola,15.13213466,39.37680000,258.94080000
25,D. ochrophaeus,ochrophaeus,11.89962832,51.30720000,274.14720000
25,D. ocoee,ocoee,14.64666753,42.53760000,292.59360000
25,D. orestes,orestes,14.43545635,47.20320000,255.61440000
25,D. perlapsus,perlapsus,12.82554887,44.54640000,289.46880000
25,D. tilleyi,tilleyi,15.21088717,41.83200000,262.90800000
25,D. valtos,valtos,21.18694610,50.77440000,316.93680000
25,D. welteri,welteri,14.29751462,48.46320000,302.24160000
25,D. wrighti,wrighti,13.61467613,44.01360000,250.89120000
26,D. aeneus,aeneus,8.96269209,37.66320000,206.59680000
26,D. amphileucus,amphileucus,16.66562782,44.92800000,319.84560000
26,D. anicetus,anicetus,14.98183754,40.86000000,244.25280000
26,D. apalachicolae,apalachicolae,16.20263307,43.64640000,298.46880000
26,D. auriculatus,auriculatus,17.51407946,49.71600000,316.65600000
26,D. bairdi,bairdi,18.56191524,45.55440000,305.51040000
26,D. brimleyorum,brimleyorum,16.88414726,46.25280000,329.40000000
26,D. campi,campi,14.69535842,38.20320000,252.30240000
26,D. folkertsi,folkertsi,16.66371321,45.01440000,267.28560000
26,D. fuscus,fuscus,16.36000000,47.47680000,271.00800000
26,D. gvnigeusgwotli,gvnigeusgwotli,15.10071475,46.45440000,271.75680000
26,D. intermedius,intermedius,17.49874195,49.27680000,327.28320000
26,D. kanawha,kanawha,16.26627849,41.40000000,289.14480000
26,D. marmoratus,marmoratus,17.70298964,48.29040000,276.20640000
26,D. mavrokoilius,mavrokoilius,15.69293937,40.99680000,268.64640000
26,D. monticola,monticola,16.64351114,39.85920000,260.10000000
26,D. ochrophaeus,ochrophaeus,13.48618027,51.76800000,267.71040000
26,D. ocoee,ocoee,17.62559577,44.03520000,295.78320000
26,D. orestes,orestes,15.03254697,46.31760000,256.57920000
26,D. perlapsus,perlapsus,16.08724978,42.58080000,294.07680000
26,D. tilleyi,tilleyi,16.30490216,41.65200000,264.05280000
26,D. valtos,valtos,22.10841242,51.63840000,317.31840000
26,D. welteri,welteri,13.91303452,48.23280000,305.72640000
26,D. wrighti,wrighti,15.25708151,42.96960000,247.62240000
27,D. aeneus,aeneus,8.57556358,36.07200000,208.05120000
27,D. amphileucus,amphileucus,15.39762644,44.40960000,319.52160000
27,D. anicetus,anicetus,13.94440857,42.06240000,247.91040000
27,D. apalachicolae,apalachicolae,13.93188654,45.87120000,298.08000000
27,D. auriculatus,auriculatus,16.23523311,48.31920000,312.71040000
27,D. bairdi,bairdi,16.92048470,44.40960000,307.35360000
27,D. brimleyorum,brimleyorum,16.49064500,43.86960000,330.08400000
27,D. campi,campi,13.11897876,36.66240000,259.10640000
27,D. folkertsi,folkertsi,15.76809735,44.13600000,269.30160000
27,D. fuscus,fuscus,16.36000000,45.43200000,273.35520000
27,D. gvnigeusgwotli,gvnigeusgwotli,13.77525263,46.56960000,275.60160000
27,D. intermedius,intermedius,16.22175206,48.51360000,327.28320000
27,D. kanawha,kanawha,15.54379012,40.99680000,288.03600000
27,D. marmoratus,marmoratus,15.51942810,46.84320000,274.50000000
27,D. mavrokoilius,mavrokoilius,13.28029684,43.19280000,268.91280000
27,D. monticola,monticola,15.80902552,39.62880000,258.58080000
27,D. ochrophaeus,ochrophaeus,12.17801239,52.63200000,275.15520000
27,D. ocoee,ocoee,14.75197580,42.39360000,293.19840000
27,D. orestes,orestes,13.14996151,45.89280000,254.87280000
27,D. perlapsus,perlapsus,12.78965252,44.42400000,297.41760000
27,D. tilleyi,tilleyi,14.85279478,41.85360000,264.81600000
27,D. valtos,valtos,20.83418141,50.91840000,317.91600000
27,D. welteri,welteri,14.53983118,47.47680000,305.72640000
27,D. wrighti,wrighti,13.27511202,42.09120000,237.13200000
28,D. aeneus,aeneus,10.20047956,38.75040000,208.05120000
28,D. amphileucus,amphileucus,17.63445144,45.18720000,319.55040000
28,D. anicetus,anicetus,16.01372560,40.86000000,244.13760000
28,D. apalachicolae,apalachicolae,17.65602706,43.94880000,301.19760000
28,D. auriculatus,auriculatus,17.17025938,49.17600000,312.91200000
28,D. bairdi,bairdi,19.43144435,45.37440000,305.90640000
28,D. brimleyorum,brimleyorum,18.74612679,45.00000000,327.18960000
28,D. campi,campi,15.24018236,36.66240000,258.88320000
28,D. folkertsi,folkertsi,17.74750914,46.89360000,269.73360000
28,D. fuscus,fuscus,16.36000000,47.24640000,273.14640000
28,D. gvnigeusgwotli,gvnigeusgwotli,15.84094835,46.62000000,272.53440000
28,D. intermedius,intermedius,18.28060047,47.16000000,328.39200000
28,D. kanawha,kanawha,17.68129716,40.89600000,287.51040000
28,D. marmoratus,marmoratus,18.45501134,48.30480000,273.72960000
28,D. mavrokoilius,mavrokoilius,15.18823435,40.32000000,267.60960000
28,D. monticola,monticola,17.90867481,39.78720000,260.07840000
28,D. ochrophaeus,ochrophaeus,14.09630905,52.79040000,272.72160000
28,D. ocoee,ocoee,18.17236433,42.71760000,295.97040000
28,D. orestes,orestes,13.50757751,47.07360000,254.61360000
28,D. perlapsus,perlapsus,16.17080635,41.54400000,294.19200000
28,D. tilleyi,tilleyi,17.40952458,41.85360000,265.34880000
28,D. valtos,valtos,23.44014414,49.52880000,314.59680000
28,D. welteri,welteri,15.66256722,48.47040000,310.21200000
28,D. wrighti,wrighti,15.04504752,42.96960000,249.30720000
29,D. aeneus,aeneus,8.58756232,37.65600000,209.43360000
29,D. amphileucus,amphileucus,16.50938480,44.40960000,318.85920000
29,D. anicetus,anicetus,13.60407891,42.13440000,245.16000000
29,D. apalachicolae,apalachicolae,14.61475975,45.87120000,302.12640000
29,D. auriculatus,auriculatus,14.57709106,49.76640000,312.71040000
29,D. bairdi,bairdi,17.16953361,43.94160000,305.36640000
29,D. brimleyorum,brimleyorum,15.97458696,45.24480000,330.65280000
29,D. campi,campi,12.83704453,35.71200000,258.29280000
29,D. folkertsi,folkertsi,15.30200755,43.43760000,266.79600000
29,D. fuscus,fuscus,16.36000000,46.88640000,271.88640000
29,D. gvnigeusgwotli,gvnigeusgwotli,13.80653485,46.13760000,272.52000000
29,D. intermedius,intermedius,15.68497978,49.27680000,325.19520000
29,D. kanawha,kanawha,15.62656474,42.07680000,288.59040000
29,D. marmoratus,marmoratus,16.63793633,47.26080000,273.93120000
29,D. mavrokoilius,mavrokoilius,15.00457692,41.55120000,269.06400000
29,D. monticola,monticola,15.36303506,39.62160000,259.53120000
29,D. ochrophaeus,ochrophaeus,11.70690098,52.63200000,267.45120000
29,D. ocoee,ocoee,15.39968189,43.99200000,292.26960000
29,D. orestes,orestes,11.91024421,45.66240000,255.18240000
29,D. perlapsus,perlapsus,13.12341162,43.38000000,290.69280000
29,D. tilleyi,tilleyi,14.41462967,41.52960000,265.62960000
29,D. valtos,valtos,19.93541949,50.78880000,313.25040000
29,D. welteri,welteri,12.61795315,48.63600000,304.67520000
29,D. wrighti,wrighti,14.17818767,42.09120000,264.71520000
30,D. aeneus,aeneus,10.90949737,35.92800000,208.18080000
30,D. amphileucus,amphileucus,18.34472631,44.40960000,319.49280000
30,D. anicetus,anicetus,16.55020371,41.91120000,246.14640000
30,D. apalachicolae,apalachicolae,17.44978409,45.80640000,302.12640000
30,D. auriculatus,auriculatus,17.81483901,50.28480000,315.91440000
30,D. bairdi,bairdi,20.30955298,44.76240000,306.00000000
30,D. brimleyorum,brimleyorum,19.95459631,46.18800000,329.78880000
30,D. campi,campi,16.00942003,37.02960000,257.25600000
30,D. folkertsi,folkertsi,18.16173864,44.87040000,267.01920000
30,D. fuscus,fuscus,16.36000000,46.28880000,273.60720000
30,D. gvnigeusgwotli,gvnigeusgwotli,16.74237302,47.01600000,271.68480000
30,D. intermedius,intermedius,20.46902718,49.07520000,325.25280000
30,D. kanawha,kanawha,18.16618397,41.37840000,289.23840000
30,D. marmoratus,marmoratus,20.09280457,47.26080000,273.66480000
30,D. mavrokoilius,mavrokoilius,17.30827523,43.76880000,269.06400000
30,D. monticola,monticola,20.67562047,39.60000000,260.10000000
30,D. ochrophaeus,ochrophaeus,14.12230275,52.63920000,271.03680000
30,D. ocoee,ocoee,19.52753901,42.71760000,292.52160000
30,D. orestes,orestes,16.04406641,45.79200000,254.27520000
30,D. perlapsus,perlapsus,14.73905560,41.54400000,293.55120000
30,D. tilleyi,tilleyi,18.17766775,41.87520000,267.06240000
30,D. valtos,valtos,24.78930427,49.79520000,314.75520000
30,D. welteri,welteri,15.22869482,48.78720000,307.46880000
30,D. wrighti,wrighti,16.87222413,47.28960000,249.20640000
31,D. aeneus,aeneus,11.06063787,37.85760000,211.47840000
31,D. amphileucus,amphileucus,16.86225480,43.13520000,317.00160000
31,D. anicetus,anicetus,15.44074857,42.13440000,246.77280000
31,D. apalachicolae,apalachicolae,15.37067205,44.89920000,300.80160000
31,D. auriculatus,auriculatus,16.97370474,49.34880000,312.68160000
