Specimen,Museum,Species,Clade,State,County,LatDD,LongDD,SVL,TL,AG,CW,FL,HL,SG,TW,TO,FI,HW,ED,IN,ES,ON,IO,IC
RAP1593,,catahoula,conanti E,Louisiana,Catahoula,31.86817,-91.751795,48.76,39.77,26.82,6.95,3.76,3.06,9.83,4.63,3.01,1.75,7.42,2.97,2.53,2.79,1.73,1.98,3.40
RAP1594,,catahoula,conanti E,Louisiana,Catahoula,31.86817,-91.751795,45.42,30.79,24.33,6.56,3.80,3.31,10.18,4.72,2.59,1.47,7.00,2.50,2.50,2.55,1.48,1.80,3.27
RAP2974,,catahoula,conanti E,Louisiana,Catahoula,31.823771,-91.752907,31.30,27.81,17.20,4.42,2.96,2.86,7.27,2.71,2.06,0.93,5.24,2.05,1.70,1.84,1.08,1.36,2.37
RAP2975,,catahoula,conanti E,Louisiana,Catahoula,31.823771,-91.752907,46.34,42.53,25.49,6.39,3.32,3.26,9.66,4.70,2.68,1.32,6.84,2.25,2.30,2.64,1.70,1.73,3.46
RAP2976,,catahoula,conanti E,Louisiana,Catahoula,31.823771,-91.752907,56.02,52.14,30.24,7.32,4.33,4.66,12.49,4.97,3.57,1.92,8.70,2.86,3.09,3.61,2.46,2.49,4.07
RAP2977,,catahoula,conanti E,Louisiana,Catahoula,31.824238,-91.753158,61.69,52.96,34.19,8.43,3.69,4.84,13.86,6.00,3.33,1.66,8.83,3.38,3.29,3.67,2.30,2.25,4.30
RAP2979,,catahoula,conanti E,Louisiana,Catahoula,31.865898,-91.754782,49.80,43.88,29.36,6.93,3.39,4.09,10.59,4.81,2.44,1.79,7.52,2.51,2.64,2.81,1.62,2.25,3.63
RAP2980,,catahoula,conanti E,Louisiana,Catahoula,31.866366,-91.756069,46.87,45.03,25.78,6.58,3.14,3.73,10.51,4.65,2.85,1.33,6.80,2.27,2.36,2.96,1.93,1.98,3.43
RAP2981,,catahoula,conanti E,Louisiana,Catahoula,31.866366,-91.756069,61.30,39.73,33.63,8.84,4.87,5.02,13.31,5.96,3.72,2.12,9.28,2.91,3.41,4.15,2.86,2.86,4.71
RAP2982,,catahoula,conanti E,Louisiana,Catahoula,31.866366,-91.756069,64.27,42.47,35.18,9.45,5.34,5.15,14.03,6.74,3.80,2.06,9.74,3.14,3.68,4.18,2.47,2.56,4.37
RAP2984,,catahoula,conanti E,Louisiana,Vernon,30.931945,-93.467222,41.91,39.62,22.75,5.95,3.64,3.33,10.13,3.78,2.75,1.09,6.65,2.41,2.34,2.52,1.66,1.74,3.11
RAP2985,,catahoula,conanti E,Louisiana,Vernon,30.931945,-93.467222,58.19,56.08,32.61,7.67,4.37,4.31,12.91,5.87,3.15,1.92,8.74,2.79,3.06,3.33,2.21,2.36,4.04
RAP0939,,anicetus,conanti F,North Carolina,Polk,35.2829088,-82.3001916,40.08,35.02,21.09,6.48,3.39,2.48,9.63,5.09,2.37,1.40,6.58,2.12,2.27,2.55,1.63,1.85,3.16
RAP0942,,anicetus,conanti F,North Carolina,Polk,35.2829088,-82.3001916,22.91,17.15,11.77,2.96,2.25,1.37,5.78,1.99,1.20,0.69,3.62,1.73,1.29,1.40,0.89,1.03,1.96
RAP1210,,anicetus,conanti F,North Carolina,Henderson,35.47187,-82.36341,34.82,25.31,19.53,4.66,3.24,2.57,7.38,3.64,2.26,1.21,5.07,1.99,1.92,2.21,1.49,1.65,2.63
RAP1841,,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,21.93,23.58,11.41,3.18,2.27,1.73,5.39,2.24,1.46,0.75,3.92,1.68,1.64,1.41,0.76,1.19,1.86
RAP1842,,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,37.63,43.73,21.03,5.37,3.78,3.12,7.50,4.05,2.28,1.52,5.66,2.13,2.38,2.21,1.46,1.52,2.62
RAP1843,,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,37.89,17.37,19.99,5.57,4.47,3.29,8.96,4.06,2.39,1.47,6.20,2.35,2.27,2.53,1.69,1.98,2.89
RAP1844,MNHN-RA 2021.0157,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,36.90,42.76,19.45,5.17,4.08,2.98,8.58,3.99,2.68,1.30,5.52,2.04,2.25,2.29,1.55,1.64,2.85
RAP1845,,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,42.84,31.87,22.57,6.44,4.49,2.89,9.67,4.02,2.04,1.37,6.71,2.21,2.65,2.92,1.86,1.91,3.08
RAP1846,,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,45.16,57.02,24.26,6.51,4.46,3.42,10.15,4.75,2.08,1.11,6.73,2.24,2.57,2.78,1.84,2.34,3.25
RAP1847,BMNH 2021.7574,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,45.38,44.93,24.07,6.82,4.72,3.11,9.97,5.01,2.94,0.99,6.76,2.40,2.72,2.89,1.87,2.30,3.48
RAP1848,,anicetus,conanti F,North Carolina,Henderson,35.32742,-82.31934,44.55,50.92,24.77,6.76,5.03,3.66,10.02,4.80,3.02,1.83,7.14,2.20,2.36,2.82,1.80,1.87,3.14
RAP1851,,anicetus,conanti F,North Carolina,Henderson,35.481205,-82.305984,32.64,36.80,17.83,4.69,2.67,2.21,7.21,3.39,1.96,1.08,5.03,1.90,1.91,1.81,1.06,1.38,2.49
RAP1852,,anicetus,conanti F,North Carolina,Henderson,35.481205,-82.305984,40.46,41.64,21.50,6.51,3.48,2.67,9.32,4.63,2.10,1.26,6.37,2.14,2.49,2.63,1.70,1.94,2.97
RAP1853,,anicetus,conanti F,North Carolina,Henderson,35.481205,-82.305984,42.17,56.87,22.77,6.72,4.05,2.39,9.08,5.30,2.44,1.53,6.33,2.35,2.76,2.42,1.40,1.80,3.06
RAP2625,,anicetus,conanti F,North Carolina,Henderson,35.266121,-82.544588,40.89,47.78,22.61,6.04,3.15,3.08,9.93,4.63,2.97,1.56,5.80,2.33,2.42,2.09,1.11,1.75,2.82
RAP2626,,anicetus,conanti F,North Carolina,Henderson,35.266121,-82.544588,39.13,41.90,21.87,5.30,3.76,2.54,8.50,4.14,2.67,1.34,5.79,1.99,2.20,2.14,1.08,1.62,3.18
RAP2628,,anicetus,conanti F,North Carolina,Henderson,35.248848,-82.403566,38.98,32.10,21.37,5.40,3.66,3.16,8.75,4.56,2.71,1.37,5.65,2.05,2.25,2.51,1.52,1.60,2.84
RAP2629,,anicetus,conanti F,North Carolina,Henderson,35.248848,-82.403566,34.41,43.76,18.56,4.74,3.06,2.56,7.78,3.62,2.24,1.25,5.12,1.80,2.09,2.19,1.33,1.67,2.76
RAP2630,,anicetus,conanti F,North Carolina,Henderson,35.248848,-82.403566,42.64,54.02,23.97,6.08,3.31,3.38,9.47,4.78,2.71,1.56,6.34,2.11,2.57,2.46,1.49,1.74,3.01
RAP2795,,anicetus,conanti F,North Carolina,Buncombe,35.5108643,-82.2716248,34.08,32.23,17.78,4.63,2.93,3.10,7.84,3.15,2.12,1.10,5.26,2.09,2.12,2.01,1.28,1.45,2.81
RAP2796,,anicetus,conanti F,North Carolina,Buncombe,35.5108643,-82.2716248,36.72,41.46,19.63,4.98,3.77,2.77,8.80,4.05,2.04,1.34,5.44,2.13,2.26,2.14,1.26,1.48,2.90
RAP2944,,anicetus,conanti F,South Carolina,Spartanburg,34.82085,-82.07887,27.65,23.80,14.53,3.80,2.62,2.53,6.70,2.71,2.02,1.16,4.51,1.82,1.60,1.64,1.01,1.28,2.20
RAP2945,,anicetus,conanti F,South Carolina,Spartanburg,34.82085,-82.07887,35.31,40.52,19.20,4.93,3.07,2.75,7.96,3.55,2.48,1.39,5.71,1.92,2.08,2.26,1.45,1.32,2.57
RAP2946,,anicetus,conanti F,South Carolina,Spartanburg,34.82085,-82.07887,35.67,39.33,19.34,4.88,3.18,2.78,8.09,3.84,2.47,1.40,5.63,2.03,1.87,2.20,1.37,1.55,2.75
RAP2948,,anicetus,conanti F,South Carolina,Spartanburg,34.84174,-82.18478,51.00,24.40,28.35,7.58,4.22,4.11,11.52,5.36,3.47,1.98,7.49,2.59,2.93,3.18,1.90,1.84,3.69
RAP2949,,anicetus,conanti F,South Carolina,Spartanburg,34.84174,-82.18478,43.37,41.79,24.50,5.49,3.48,2.97,9.17,4.23,3.22,1.66,6.04,2.25,2.23,2.50,1.61,1.31,2.97
RAP2950,,anicetus,conanti F,South Carolina,Spartanburg,34.84174,-82.18478,50.04,52.40,27.31,7.18,4.11,3.26,10.64,5.43,3.29,1.87,7.74,2.40,2.86,3.29,2.00,2.02,3.60
RAP2951,,anicetus,conanti F,South Carolina,Greenville,35.02091,-82.33623,31.02,37.85,16.56,4.05,2.50,2.92,7.88,2.95,2.02,1.24,5.02,1.76,1.98,2.23,1.38,1.42,2.64
RAP2953,,anicetus,conanti F,South Carolina,Greenville,35.129254,-82.394225,17.07,14.42,8.49,2.41,1.43,1.62,4.59,1.54,0.95,0.56,3.10,1.36,1.24,1.36,0.84,0.86,1.80
RAP2954,USNM 596928,anicetus,conanti F,South Carolina,Greenville,35.129254,-82.394225,33.01,40.74,17.51,5.07,3.14,2.69,8.22,3.65,2.28,1.28,5.31,2.03,2.09,2.18,1.28,1.66,2.86
RAP2955,USNM 596929,anicetus,conanti F,South Carolina,Greenville,35.129254,-82.394225,39.09,49.84,21.31,5.50,4.00,3.14,8.75,4.35,2.87,1.48,5.96,2.13,2.35,2.55,1.58,1.87,3.35
RAP2956,,anicetus,conanti F,South Carolina,Greenville,35.129254,-82.394225,41.50,33.45,21.52,6.07,3.77,3.80,9.78,4.81,3.32,1.75,6.47,2.02,2.70,3.14,1.92,1.92,3.60
RAP2957,,anicetus,conanti F,South Carolina,Greenville,35.129254,-82.394225,39.09,44.43,19.92,5.77,3.44,3.08,9.34,4.15,2.98,1.56,6.07,2.17,2.46,2.80,1.75,1.73,3.24
RAP2958,AMNH A-193896,anicetus,conanti F,South Carolina,Greenville,35.129254,-82.394225,45.71,53.98,24.02,7.12,4.01,3.61,10.47,5.27,3.16,1.82,7.37,2.65,2.81,3.58,2.16,2.07,3.88
RAP3057,,anicetus,conanti F,North Carolina,Polk,35.282909,-82.300192,26.23,31.82,13.99,3.77,2.62,2.57,6.08,2.74,1.95,0.97,4.22,1.81,1.58,1.60,0.89,1.18,2.15
RAP3058,,anicetus,conanti F,North Carolina,Polk,35.282909,-82.300192,32.67,20.69,17.70,4.87,3.05,2.79,7.66,3.43,2.19,1.34,5.12,2.02,1.81,2.11,1.26,1.39,2.54
RAP3059,,anicetus,conanti F,North Carolina,Polk,35.282909,-82.300192,35.03,42.22,18.91,5.11,3.57,2.82,8.54,3.51,2.56,1.46,5.52,1.97,2.07,2.57,1.67,1.72,3.20
RAP3060,,anicetus,conanti F,North Carolina,Polk,35.282909,-82.300192,43.31,39.96,22.04,6.57,4.19,3.82,10.16,4.98,3.09,1.57,6.64,2.14,2.68,3.17,1.95,1.90,3.42
RAP3061,,anicetus,conanti F,North Carolina,Polk,35.253251,-82.329786,16.83,13.88,8.62,2.43,1.52,1.40,4.35,1.72,1.12,0.58,3.09,1.34,1.08,1.19,0.69,0.80,1.46
RAP3062,,anicetus,conanti F,North Carolina,Polk,35.253251,-82.329786,22.44,17.53,11.27,3.29,2.31,1.95,5.56,2.28,1.52,0.90,3.74,1.41,1.25,1.55,1.02,1.02,1.83
RAP3063,,anicetus,conanti F,North Carolina,Polk,35.253251,-82.329786,33.40,10.49,18.15,4.49,2.65,2.53,7.57,2.56,2.21,1.24,4.88,1.83,1.71,2.05,1.32,1.33,2.57
RAP3064,,anicetus,conanti F,North Carolina,Polk,35.253251,-82.329786,40.14,49.17,21.69,5.98,3.29,3.46,9.57,4.42,2.88,1.59,6.50,2.03,2.45,2.73,1.68,2.12,3.58
RAP1914,,conanti,conanti Gamma,Tennessee,Blount,35.69118,-83.88972,55.21,53.26,30.27,8.64,4.73,4.24,11.04,7.03,3.92,1.52,8.92,3.17,3.66,3.50,2.24,2.40,3.90
RAP1917,,conanti,conanti Gamma,Tennessee,Sevier,35.75314,-83.70561,58.29,47.75,31.26,8.22,5.51,3.48,12.33,7.01,3.20,1.95,8.75,3.10,3.94,3.78,2.29,2.60,3.87
RAP1918,,conanti,conanti Gamma,Tennessee,Sevier,35.75314,-83.70561,48.98,44.82,26.39,8.61,4.73,4.02,10.98,6.94,3.59,1.64,8.42,2.58,3.37,3.28,1.73,2.04,4.08
RAP1919,,conanti,conanti Gamma,Tennessee,Sevier,35.75314,-83.70561,44.62,50.01,23.54,7.66,4.85,3.17,9.92,5.62,3.16,2.01,7.69,2.92,3.18,2.50,1.59,2.40,3.84
RAP1920,BMNH 2021.7575,conanti,conanti Gamma,Tennessee,Sevier,35.80182,-83.47596,48.00,32.75,25.96,8.06,4.75,3.30,10.73,6.06,2.62,2.10,8.07,2.85,2.95,3.00,1.88,1.96,3.53
RAP1921,,conanti,conanti Gamma,Tennessee,Sevier,35.80182,-83.47596,32.79,31.07,17.03,4.98,3.78,2.71,7.94,4.10,2.26,1.39,5.63,2.24,2.14,1.82,1.25,1.36,2.71
RAP1922,,conanti,conanti Gamma,Tennessee,Sevier,35.80182,-83.47596,38.61,34.36,21.51,6.73,4.87,3.06,7.88,4.98,2.53,1.74,6.43,2.25,2.73,2.57,1.37,1.71,3.22
RAP1924,USNM 596930,conanti,conanti Gamma,Tennessee,Cocke,35.87703,-83.28496,49.69,44.16,25.61,7.76,4.37,3.88,11.14,6.82,3.56,2.29,8.45,2.80,3.37,3.17,1.80,2.50,3.79
RAP1925,MNHN-RA 2021.0158,conanti,conanti Gamma,Tennessee,Cocke,35.87703,-83.28496,47.89,52.11,25.59,7.66,4.85,3.26,11.12,5.71,3.25,1.69,7.15,2.42,3.14,2.73,1.44,2.00,3.57
RAP1926,,conanti,conanti Gamma,Tennessee,Cocke,35.87703,-83.28496,57.84,46.33,30.55,9.46,4.54,4.06,12.52,7.09,3.31,2.54,9.44,3.02,3.77,3.83,2.43,2.68,4.26
RAP2234,,conanti,conanti Gamma,Tennessee,Knox,35.97568,-83.73269,48.12,50.59,25.44,7.01,4.10,3.17,10.68,5.16,3.11,1.70,7.78,3.04,3.53,3.24,1.98,2.21,3.64
RAP2235,,conanti,conanti Gamma,Tennessee,Knox,35.97568,-83.73269,46.68,57.06,26.38,6.53,4.26,3.37,9.84,5.39,2.93,1.66,6.99,2.57,2.56,2.80,1.74,2.23,3.49
RAP2236,,conanti,conanti Gamma,Tennessee,Cocke,35.99758,-83.2246,33.15,34.84,17.47,4.30,3.63,1.91,7.64,3.42,2.26,1.15,5.48,2.05,2.56,2.08,0.87,1.67,2.75
RAP2237,,conanti,conanti Gamma,Tennessee,Cocke,35.99758,-83.2246,31.05,35.15,15.96,4.63,3.38,2.38,6.93,3.45,1.88,1.24,5.24,1.88,2.22,1.61,0.81,1.59,2.58
RAP2238,,conanti,conanti Gamma,Tennessee,Cocke,35.99758,-83.2246,48.25,34.09,26.77,7.48,4.39,3.50,10.19,6.36,3.08,1.59,7.08,2.40,2.68,2.90,1.71,2.35,3.62
RAP2239,,conanti,conanti Gamma,Tennessee,Cocke,35.99758,-83.2246,51.47,48.35,28.18,7.64,4.52,3.49,11.04,6.64,2.91,1.81,8.00,2.59,2.87,2.92,1.74,2.18,3.70
RAP2480,,conanti,conanti Gamma,Tennessee,Blount,35.650763,-83.950657,40.12,33.87,21.35,6.06,3.63,2.95,9.23,5.53,2.74,1.60,6.76,2.26,2.83,2.98,1.80,1.69,3.13
RAP2481,,conanti,conanti Gamma,Tennessee,Blount,35.650763,-83.950657,50.83,43.53,28.78,6.80,4.49,2.12,10.02,6.24,3.20,1.80,7.61,2.35,2.31,2.77,1.76,1.74,3.63
RAP0607,BMNH 2021.7516,fuscus,fuscus A,Tennessee,Franklin,35.20456,-85.93232,56.35,43.23,32.77,8.67,3.90,2.89,11.03,6.28,3.76,2.34,8.55,2.64,2.46,2.72,2.00,2.90,4.21
RAP0608,,fuscus,fuscus A,Tennessee,Franklin,35.20456,-85.93232,33.44,21.98,18.56,5.03,2.48,2.07,7.79,3.59,2.21,1.28,5.84,2.18,1.83,2.01,1.40,1.52,2.76
RAP0609,,fuscus,fuscus A,Tennessee,Franklin,35.20456,-85.93232,30.38,16.25,16.84,4.79,1.63,1.82,6.98,3.50,2.24,1.11,5.23,1.71,1.47,1.64,1.16,1.49,2.66
RAP0610,USNM 596931,fuscus,fuscus A,Tennessee,Franklin,35.20244,-85.94279,53.01,44.13,28.60,8.13,4.38,3.35,10.48,7.25,3.86,2.08,8.38,2.50,2.14,2.51,1.83,2.36,3.87
RAP0611,USNM 596932,fuscus,fuscus A,Tennessee,Franklin,35.20244,-85.94279,31.47,18.25,17.17,4.31,2.37,2.12,6.93,3.46,2.21,1.39,5.60,1.92,1.95,2.06,1.48,1.78,2.56
RAP0622,MNHN-RA 2021.0113,fuscus,fuscus A,Tennessee,Grundy,35.26814,-85.79224,44.61,29.79,24.39,6.79,3.67,2.45,9.96,5.06,2.95,1.94,7.21,2.60,2.06,2.53,1.85,1.94,3.10
RAP0624,,fuscus,fuscus A,Tennessee,Grundy,35.27993,-85.69151,60.35,41.62,34.00,9.98,5.74,3.96,14.34,7.37,2.90,2.70,10.81,2.85,3.34,3.49,2.20,3.11,4.36
RAP0625,,fuscus,fuscus A,Tennessee,Grundy,35.28023,-85.69177,49.97,36.97,28.05,7.32,4.27,3.93,11.07,5.46,3.60,2.34,7.94,3.04,2.94,2.71,1.66,2.05,3.52
RAP2896,,fuscus,fuscus A,Virginia,Scott,36.699033,-82.69821,26.88,17.48,14.32,3.67,2.69,2.36,6.63,2.45,1.86,0.84,4.55,1.84,1.69,1.70,0.96,1.29,2.49
RAP2897,,fuscus,fuscus A,Virginia,Scott,36.699033,-82.69821,31.22,31.40,16.70,4.22,2.54,2.65,7.64,3.10,1.88,1.40,5.03,2.10,1.88,1.94,1.17,1.35,2.62
RAP2898,,fuscus,fuscus A,Virginia,Scott,36.699033,-82.69821,43.14,46.89,22.71,6.86,3.82,3.38,9.90,4.56,2.82,1.66,6.95,2.27,2.46,2.60,1.65,2.10,3.57
RAP2899,,fuscus,fuscus A,Virginia,Scott,36.699033,-82.69821,58.47,32.56,32.78,8.67,5.32,3.51,12.63,6.93,2.74,1.89,8.97,3.43,3.77,4.16,2.68,2.28,4.60
RAP2914,,fuscus,fuscus A,Kentucky,Letcher,37.025876,-82.907328,25.81,16.95,13.31,3.62,2.31,2.25,6.11,2.25,1.74,1.07,4.26,1.71,1.64,1.63,0.95,1.06,2.21
RAP2915,,fuscus,fuscus A,Kentucky,Letcher,37.025876,-82.907328,36.65,36.79,19.93,4.75,3.28,2.95,8.54,3.55,2.37,1.31,5.65,2.13,2.22,2.18,1.32,1.53,2.82
RAP2916,,fuscus,fuscus A,Kentucky,Letcher,37.025876,-82.907328,40.89,41.47,22.11,5.22,3.68,3.27,9.05,4.05,2.91,1.59,6.18,2.14,2.49,2.55,1.62,1.56,3.34
RAP2926,,fuscus,fuscus A,Kentucky,Carter,38.36863,-83.10708,38.00,11.41,20.20,5.02,3.77,3.46,8.72,3.79,2.60,1.35,5.83,2.28,2.25,2.42,1.63,1.48,2.98
RAP2927,,fuscus,fuscus A,Kentucky,Carter,38.36863,-83.10708,43.53,40.94,23.55,6.27,3.78,3.17,9.27,4.66,2.69,1.81,6.41,2.25,2.36,2.31,1.32,1.85,3.09
RAP2928,,fuscus,fuscus A,Kentucky,Carter,38.36863,-83.10708,43.05,42.70,23.36,6.08,4.05,3.18,9.68,4.92,2.82,1.90,6.35,2.35,2.61,2.35,1.27,1.62,3.21
RAP2929,,fuscus,fuscus A,Kentucky,Carter,38.36863,-83.10708,52.11,49.90,29.05,7.34,4.70,3.91,11.64,5.88,3.30,2.21,7.89,2.59,2.77,2.69,1.66,2.03,3.55
RAP3024,,fuscus,fuscus A,Kentucky,Pulaski,37.104717,-84.408492,30.03,20.17,15.82,4.14,2.29,2.68,7.11,2.81,2.14,1.16,4.98,2.14,1.82,1.72,1.01,1.27,2.35
RAP3025,,fuscus,fuscus A,Kentucky,Pulaski,37.104717,-84.408492,29.72,29.08,16.46,4.05,2.80,2.76,7.06,2.94,2.03,1.22,4.90,2.21,1.69,1.82,1.09,1.32,2.19
RAP3026,,fuscus,fuscus A,Kentucky,Pulaski,37.104717,-84.408492,32.90,35.38,17.99,4.47,3.18,3.03,8.09,3.26,2.38,1.39,5.42,2.12,2.04,2.15,1.17,1.48,2.82
RAP3027,,fuscus,fuscus A,Kentucky,Pulaski,37.104717,-84.408492,57.26,47.43,33.27,7.87,4.47,4.64,12.30,5.31,3.62,1.96,8.14,2.78,2.84,3.21,2.07,2.07,3.99
RAP3028,,fuscus,fuscus A,Kentucky,Pulaski,37.104717,-84.408492,59.92,60.41,33.66,8.05,4.72,4.38,12.72,5.90,3.63,2.29,8.52,2.83,3.12,3.39,2.12,2.18,4.37
RAP3030,,fuscus,fuscus A,Kentucky,Rockcastle,37.391079,-84.290232,48.10,44.84,26.97,6.86,3.92,4.08,10.66,4.88,3.27,1.89,7.29,2.61,2.66,2.53,1.40,1.77,3.49
RAP3031,,fuscus,fuscus A,Kentucky,Rockcastle,37.391079,-84.290232,60.62,53.82,34.06,9.38,4.92,4.32,11.96,7.14,3.96,2.55,9.78,3.23,3.54,4.62,2.75,2.89,4.82
RAP3032,,fuscus,fuscus A,Kentucky,Adair,37.214382,-85.246524,49.25,50.14,27.50,7.62,4.56,4.25,10.76,5.72,3.28,2.05,7.72,2.84,2.51,3.09,1.87,1.86,3.54
RAP3033,,fuscus,fuscus A,Kentucky,Adair,37.214382,-85.246524,52.05,54.91,28.98,8.37,4.52,4.50,11.28,6.65,3.25,2.20,8.39,2.94,2.97,3.01,1.75,2.13,3.91
RAP3034,,fuscus,fuscus A,Kentucky,Adair,37.214382,-85.246524,68.37,34.24,37.26,10.35,4.88,5.75,15.45,6.55,3.75,2.66,10.42,3.39,4.61,5.83,3.78,3.15,5.55
RAP3037,,fuscus,fuscus A,Tennessee,Campbell,36.34093,-84.25625,28.28,26.49,15.06,3.97,2.09,2.36,6.62,3.12,1.95,0.89,4.70,1.95,1.64,1.72,0.94,1.22,2.23
RAP3038,,fuscus,fuscus A,Tennessee,Campbell,36.34093,-84.25625,31.72,32.13,17.67,4.47,2.98,2.71,7.33,3.04,2.26,1.18,5.18,1.71,2.14,2.22,1.21,1.62,2.74
RAP0950,,fuscus,fuscus B,North Carolina,Wilkes,36.3718891,-81.1571914,37.60,24.71,19.75,5.05,2.78,1.75,8.67,3.97,2.75,1.53,5.55,1.97,2.08,2.35,1.63,1.56,2.75
RAP0952,,fuscus,fuscus B,North Carolina,Wilkes,36.3707315,-81.1561614,45.09,39.29,24.59,6.28,3.88,3.35,11.01,4.86,3.51,1.94,6.99,2.33,2.38,3.17,2.19,1.93,3.42
RAP0953,,fuscus,fuscus B,North Carolina,Wilkes,36.3707315,-81.1561614,33.31,4.41,16.55,4.73,2.56,2.22,7.79,3.47,2.17,1.28,5.27,2.05,1.86,1.98,1.26,1.59,2.30
RAP0954,,fuscus,fuscus B,North Carolina,Wilkes,36.3707315,-81.1561614,42.68,19.24,24.10,5.77,3.65,3.64,9.87,4.59,2.95,1.94,6.39,2.54,2.32,2.27,1.30,1.70,2.94
RAP1047,,fuscus,fuscus B,Tennessee,Carter,36.395453,-82.246781,31.88,23.50,17.78,3.77,2.78,2.16,7.74,2.66,1.93,1.20,4.82,2.09,1.78,1.62,1.05,1.30,2.20
RAP1048,,fuscus,fuscus B,Tennessee,Carter,36.395453,-82.246781,56.85,47.65,32.26,7.08,4.14,4.29,11.36,5.19,3.61,2.04,7.93,2.83,2.78,3.06,2.05,2.28,3.60
RAP1174,,fuscus,fuscus B,West Virginia,Pendleton,38.609437,-79.185227,34.24,21.44,18.86,4.44,3.01,2.42,7.32,3.02,2.34,1.34,5.00,2.08,1.95,2.02,1.26,1.16,2.42
RAP1177,MNHN-RA 2021.0138,fuscus,fuscus B,Virginia,Bath,38.149008,-79.768881,58.15,37.12,31.20,8.59,5.20,3.05,12.55,6.98,3.56,2.21,9.12,3.06,3.70,3.70,2.19,2.35,3.94
RAP1178,,fuscus,fuscus B,Virginia,Bath,38.149008,-79.768881,61.19,33.86,34.29,8.26,4.17,3.80,12.74,6.36,4.17,2.63,9.19,3.38,3.39,3.25,1.97,2.37,3.81
RAP1179,,fuscus,fuscus B,Virginia,Bath,38.149008,-79.768881,42.75,24.67,23.23,5.46,3.53,2.96,9.24,4.40,2.68,1.70,6.12,2.59,2.16,2.42,1.40,1.55,2.57
RAP1180,,fuscus,fuscus B,West Virginia,Wyoming,37.598044,-81.506314,57.37,31.71,30.92,8.70,4.58,3.28,12.54,6.07,4.21,2.31,8.80,3.24,3.48,4.31,2.79,2.21,4.40
RAP1184,,fuscus,fuscus B,West Virginia,McDowell,37.371667,-81.923333,43.02,29.09,22.88,5.04,4.13,3.14,9.29,3.97,2.99,1.75,6.42,2.49,2.39,2.69,1.67,1.62,3.13
RAP1188,,fuscus,fuscus B,West Virginia,McDowell,37.390694,-81.8925,38.31,30.45,20.62,5.52,3.38,2.39,8.14,4.01,2.85,1.67,5.82,2.35,1.88,2.25,1.37,1.41,2.74
RAP1189,,fuscus,fuscus B,West Virginia,McDowell,37.322205,-81.414562,48.28,28.58,26.93,6.84,3.93,3.12,9.54,5.70,3.21,1.93,6.97,2.67,2.42,2.92,1.87,1.70,3.27
RAP1190,,fuscus,fuscus B,West Virginia,McDowell,37.322205,-81.414562,45.07,29.78,24.88,6.06,3.26,3.38,9.35,4.97,3.36,1.66,6.36,2.50,2.18,2.42,1.49,1.78,2.82
RAP1194,,fuscus,fuscus B,West Virginia,Summers,37.491701,-80.839984,57.51,39.82,31.26,6.93,4.28,3.65,12.97,5.52,3.50,2.04,8.21,3.20,3.44,3.45,2.16,1.94,3.74
RAP1424,,fuscus,fuscus B,Virginia,Smyth,36.700887,-81.620638,33.82,20.22,18.59,4.23,2.82,2.69,7.91,3.07,1.99,1.20,4.96,2.11,1.95,1.64,1.01,1.26,2.26
RAP1425,,fuscus,fuscus B,Virginia,Smyth,36.700887,-81.620638,30.57,20.22,15.69,3.95,2.64,1.84,7.29,3.05,2.21,1.25,5.04,2.04,1.90,1.68,1.07,1.33,2.28
RAP1426,,fuscus,fuscus B,Virginia,Smyth,36.700887,-81.620638,41.82,27.78,22.53,5.33,3.46,2.60,9.72,4.28,2.43,1.62,6.12,2.18,2.42,2.70,1.78,1.72,2.96
RAP1434,,fuscus,fuscus B,Virginia,Washington,36.841097,-82.08641,48.57,23.76,27.68,6.09,4.49,3.46,9.83,5.10,2.83,1.72,7.15,2.47,2.34,2.86,1.94,1.73,3.27
RAP1435,,fuscus,fuscus B,Virginia,Washington,36.841097,-82.08641,53.58,31.45,30.75,7.32,4.63,4.04,11.28,5.34,2.98,1.74,7.46,2.77,2.81,2.56,1.63,2.05,3.48
RAP1443,,fuscus,fuscus B,Virginia,Washington,36.925,-81.839,59.36,35.18,33.58,8.57,4.72,3.91,12.78,5.99,3.81,2.21,8.90,3.37,3.46,3.76,2.59,2.67,4.02
RAP1444,,fuscus,fuscus B,Virginia,Washington,36.925,-81.839,59.06,36.89,32.74,8.88,4.84,4.34,12.42,6.76,3.25,2.50,9.40,3.22,3.32,3.43,2.44,2.52,4.00
RAP1455,,fuscus,fuscus B,Virginia,Albemarle,38.08436,-78.72977,30.18,23.97,15.77,4.06,2.96,2.51,7.08,3.18,2.03,1.14,5.08,1.91,1.83,1.83,1.14,1.37,2.27
RAP1945,,fuscus,fuscus B,West Virginia,Summers,37.473043,-80.866447,57.76,53.51,31.21,8.03,5.37,3.46,12.50,6.69,3.98,2.32,9.31,2.81,3.71,3.88,2.55,3.11,4.75
